month, day, ra, dec, radius
Mar,4,13:23:05.9,-7:05:51,5.456460
Mar,5,13:22:48.3,-7:03:54,5.456460
Mar,6,13:22:30.1,-7:01:54,5.456450
Mar,7,13:22:11.4,-6:59:50,5.456440
Mar,8,13:21:52.1,-6:57:44,5.456430
Mar,9,13:21:32.3,-6:55:34,5.456420
Mar,10,13:21:12.0,-6:53:22,5.456410
Mar,11,13:20:51.1,-6:51:06,5.456400
Mar,12,13:20:29.7,-6:48:48,5.456390
Mar,13,13:20:07.9,-6:46:27,5.456380
Mar,14,13:19:45.6,-6:44:04,5.456370
Mar,15,13:19:22.8,-6:41:38,5.456350
Mar,16,13:18:59.5,-6:39:09,5.456340
Mar,17,13:18:35.8,-6:36:38,5.456330
Mar,18,13:18:11.7,-6:34:05,5.456310
Mar,19,13:17:47.2,-6:31:29,5.456300
Mar,20,13:17:22.3,-6:28:52,5.456280
Mar,21,13:16:57.1,-6:26:12,5.456270
Mar,22,13:16:31.4,-6:23:31,5.456250
Mar,23,13:16:05.5,-6:20:48,5.456240
Mar,24,13:15:39.2,-6:18:03,5.456220
Mar,25,13:15:12.6,-6:15:17,5.456200
Mar,26,13:14:45.8,-6:12:29,5.456180
Mar,27,13:14:18.6,-6:09:40,5.456160
Mar,28,13:13:51.3,-6:06:49,5.456150
Mar,29,13:13:23.7,-6:03:58,5.456130
Mar,30,13:12:55.9,-6:01:06,5.456110
Mar,31,13:12:27.9,-5:58:13,5.456090
Apr,1,13:11:59.8,-5:55:19,5.456070
Apr,2,13:11:31.6,-5:52:24,5.456040
Apr,3,13:11:03.2,-5:49:29,5.456020
Apr,4,13:10:34.7,-5:46:34,5.456000
Apr,5,13:10:06.1,-5:43:39,5.455980
Apr,6,13:09:37.5,-5:40:43,5.455960
Apr,7,13:09:08.9,-5:37:48,5.455930
Apr,8,13:08:40.2,-5:34:53,5.455910
Apr,9,13:08:11.6,-5:31:58,5.455880
Apr,10,13:07:42.9,-5:29:03,5.455860
Apr,11,13:07:14.3,-5:26:09,5.455830
Apr,12,13:06:45.8,-5:23:16,5.455810
Apr,13,13:06:17.3,-5:20:23,5.455780
Apr,14,13:05:48.9,-5:17:32,5.455750
Apr,15,13:05:20.7,-5:14:41,5.455720
Apr,16,13:04:52.6,-5:11:52,5.455700
Apr,17,13:04:24.6,-5:09:04,5.455670
Apr,18,13:03:56.8,-5:06:17,5.455640
Apr,19,13:03:29.2,-5:03:31,5.455610
Apr,20,13:03:01.9,-5:00:47,5.455580
Apr,21,13:02:34.7,-4:58:05,5.455550
Apr,22,13:02:07.8,-4:55:25,5.455520
Apr,23,13:01:41.1,-4:52:47,5.455490
Apr,24,13:01:14.8,-4:50:10,5.455450
Apr,25,13:00:48.7,-4:47:36,5.455420
Apr,26,13:00:23.0,-4:45:04,5.455390
Apr,27,12:59:57.6,-4:42:35,5.455360
Apr,28,12:59:32.6,-4:40:08,5.455320
Apr,29,12:59:07.9,-4:37:43,5.455290
Apr,30,12:58:43.6,-4:35:22,5.455250
May,1,12:58:19.8,-4:33:03,5.455220
May,2,12:57:56.3,-4:30:47,5.455180
May,3,12:57:33.3,-4:28:34,5.455140
May,4,12:57:10.8,-4:26:23,5.455110
May,5,12:56:48.6,-4:24:17,5.455070
May,6,12:56:27.0,-4:22:13,5.455030
May,7,12:56:05.9,-4:20:12,5.454990
May,8,12:55:45.2,-4:18:15,5.454960
May,9,12:55:25.1,-4:16:21,5.454920
May,10,12:55:05.5,-4:14:31,5.454880
May,11,12:54:46.4,-4:12:44,5.454840
May,12,12:54:27.8,-4:11:01,5.454800
May,13,12:54:09.8,-4:09:21,5.454760
May,14,12:53:52.3,-4:07:46,5.454710
May,15,12:53:35.4,-4:06:13,5.454670
May,16,12:53:19.1,-4:04:45,5.454630
May,17,12:53:03.3,-4:03:21,5.454590
May,18,12:52:48.2,-4:02:00,5.454540
May,19,12:52:33.6,-4:00:43,5.454500
May,20,12:52:19.7,-3:59:30,5.454450
May,21,12:52:06.3,-3:58:22,5.454410
May,22,12:51:53.6,-3:57:17,5.454360
May,23,12:51:41.5,-3:56:16,5.454320
May,24,12:51:30.0,-3:55:20,5.454270
May,25,12:51:19.2,-3:54:28,5.454220
May,26,12:51:09.0,-3:53:39,5.454180
May,27,12:50:59.5,-3:52:55,5.454130
May,28,12:50:50.6,-3:52:16,5.454080
May,29,12:50:42.4,-3:51:40,5.454030
May,30,12:50:34.8,-3:51:09,5.453980
May,31,12:50:27.9,-3:50:42,5.453930
Jun,1,12:50:21.7,-3:50:19,5.453880
Jun,2,12:50:16.1,-3:50:01,5.453830
Jun,3,12:50:11.2,-3:49:46,5.453780
Jun,4,12:50:06.9,-3:49:37,5.453730
Jun,5,12:50:03.3,-3:49:31,5.453670
Jun,6,12:50:00.4,-3:49:29,5.453620
Jun,7,12:49:58.1,-3:49:32,5.453570
Jun,8,12:49:56.5,-3:49:39,5.453510
Jun,9,12:49:55.6,-3:49:51,5.453460
Jun,10,12:49:55.3,-3:50:06,5.453410
Jun,11,12:49:55.7,-3:50:26,5.453350
Jun,12,12:49:56.8,-3:50:50,5.453290
Jun,13,12:49:58.5,-3:51:18,5.453240
Jun,14,12:50:00.9,-3:51:50,5.453180
Jun,15,12:50:03.9,-3:52:27,5.453120
Jun,16,12:50:07.6,-3:53:07,5.453070
Jun,17,12:50:11.9,-3:53:52,5.453010
Jun,18,12:50:16.9,-3:54:40,5.452950
Jun,19,12:50:22.5,-3:55:33,5.452890
Jun,20,12:50:28.8,-3:56:30,5.452830
Jun,21,12:50:35.7,-3:57:31,5.452770
Jun,22,12:50:43.3,-3:58:36,5.452710
Jun,23,12:50:51.5,-3:59:45,5.452650
Jun,24,12:51:00.4,-4:00:58,5.452590
Jun,25,12:51:09.9,-4:02:15,5.452530
Jun,26,12:51:20.0,-4:03:35,5.452460
Jun,27,12:51:30.8,-4:05:00,5.452400
Jun,28,12:51:42.1,-4:06:29,5.452340
Jun,29,12:51:54.1,-4:08:01,5.452270
Jun,30,12:52:06.8,-4:09:37,5.452210
Jul,1,12:52:20.0,-4:11:17,5.452150
Jul,2,12:52:33.8,-4:13:00,5.452080
Jul,3,12:52:48.2,-4:14:48,5.452010
Jul,4,12:53:03.3,-4:16:38,5.451950
Jul,5,12:53:18.9,-4:18:33,5.451880
Jul,6,12:53:35.1,-4:20:31,5.451810
Jul,7,12:53:51.8,-4:22:32,5.451750
Jul,8,12:54:09.2,-4:24:37,5.451680
Jul,9,12:54:27.1,-4:26:46,5.451610
Jul,10,12:54:45.5,-4:28:57,5.451540
Jul,11,12:55:04.6,-4:31:12,5.451470
Jul,12,12:55:24.2,-4:33:31,5.451400
Jul,13,12:55:44.3,-4:35:53,5.451330
Jul,14,12:56:05.0,-4:38:17,5.451260
Jul,15,12:56:26.2,-4:40:46,5.451190
Jul,16,12:56:47.9,-4:43:17,5.451120
Jul,17,12:57:10.2,-4:45:51,5.451040
Jul,18,12:57:33.0,-4:48:29,5.450970
Jul,19,12:57:56.4,-4:51:09,5.450900
Jul,20,12:58:20.2,-4:53:53,5.450820
Jul,21,12:58:44.6,-4:56:40,5.450750
Jul,22,12:59:09.4,-4:59:29,5.450670
Jul,23,12:59:34.8,-5:02:22,5.450600
Jul,24,13:00:00.7,-5:05:17,5.450520
Jul,25,13:00:27.0,-5:08:15,5.450450
Jul,26,13:00:53.9,-5:11:16,5.450370
Jul,27,13:01:21.2,-5:14:20,5.450290
Jul,28,13:01:49.0,-5:17:26,5.450210
Jul,29,13:02:17.3,-5:20:35,5.450140
Jul,30,13:02:46.0,-5:23:47,5.450060
Jul,31,13:03:15.2,-5:27:01,5.449980
Aug,1,13:03:44.8,-5:30:17,5.449900
Aug,2,13:04:14.9,-5:33:37,5.449820
Aug,3,13:04:45.4,-5:36:58,5.449740
Aug,4,13:05:16.4,-5:40:22,5.449660
Aug,5,13:05:47.7,-5:43:48,5.449570
Aug,6,13:06:19.5,-5:47:17,5.449490
Aug,7,13:06:51.7,-5:50:48,5.449410
Aug,8,13:07:24.3,-5:54:21,5.449330
Aug,9,13:07:57.4,-5:57:56,5.449240
Aug,10,13:08:30.8,-6:01:33,5.449160
Aug,11,13:09:04.6,-6:05:13,5.449080
Aug,12,13:09:38.8,-6:08:54,5.448990
Aug,13,13:10:13.4,-6:12:38,5.448910
Aug,14,13:10:48.4,-6:16:23,5.448820
Aug,15,13:11:23.8,-6:20:10,5.448730
Aug,16,13:11:59.5,-6:24:00,5.448650
Aug,17,13:12:35.6,-6:27:51,5.448560
Aug,18,13:13:12.1,-6:31:44,5.448470
Aug,19,13:13:48.9,-6:35:39,5.448380
Aug,20,13:14:26.1,-6:39:35,5.448290
Aug,21,13:15:03.7,-6:43:34,5.448210
Aug,22,13:15:41.6,-6:47:34,5.448120
Aug,23,13:16:19.8,-6:51:35,5.448030
Aug,24,13:16:58.4,-6:55:38,5.447930
Aug,25,13:17:37.3,-6:59:43,5.447840
Aug,26,13:18:16.5,-7:03:49,5.447750
Aug,27,13:18:56.0,-7:07:57,5.447660
Aug,28,13:19:35.9,-7:12:06,5.447570
Aug,29,13:20:16.0,-7:16:17,5.447470
Aug,30,13:20:56.5,-7:20:29,5.447380
Aug,31,13:21:37.2,-7:24:42,5.447290
Sep,1,13:22:18.2,-7:28:56,5.447190
Sep,2,13:22:59.6,-7:33:12,5.447100
Sep,3,13:23:41.2,-7:37:29,5.447000
Sep,4,13:24:23.1,-7:41:46,5.446910
Sep,5,13:25:05.2,-7:46:05,5.446810
Sep,6,13:25:47.7,-7:50:26,5.446710
Sep,7,13:26:30.3,-7:54:47,5.446620
Sep,8,13:27:13.3,-7:59:09,5.446520
Sep,9,13:27:56.5,-8:03:32,5.446420
Sep,10,13:28:40.0,-8:07:56,5.446320
Sep,11,13:29:23.7,-8:12:21,5.446220
Sep,12,13:30:07.6,-8:16:47,5.446120
Sep,13,13:30:51.8,-8:21:13,5.446020
Sep,14,13:31:36.3,-8:25:41,5.445920
Sep,15,13:32:20.9,-8:30:09,5.445820
Sep,16,13:33:05.8,-8:34:38,5.445720
Sep,17,13:33:50.9,-8:39:07,5.445620
Sep,18,13:34:36.3,-8:43:38,5.445520
Sep,19,13:35:21.8,-8:48:08,5.445410
Sep,20,13:36:07.6,-8:52:40,5.445310
Sep,21,13:36:53.5,-8:57:12,5.445210
Sep,22,13:37:39.7,-9:01:44,5.445100
Sep,23,13:38:26.1,-9:06:17,5.445000
Sep,24,13:39:12.6,-9:10:51,5.444890
Sep,25,13:39:59.3,-9:15:24,5.444790
Sep,26,13:40:46.2,-9:19:59,5.444680
Sep,27,13:41:33.3,-9:24:33,5.444570
Sep,28,13:42:20.6,-9:29:08,5.444470
Sep,29,13:43:08.0,-9:33:43,5.444360
Sep,30,13:43:55.6,-9:38:18,5.444250
Oct,1,13:44:43.3,-9:42:53,5.444140
Oct,2,13:45:31.2,-9:47:28,5.444040
Oct,3,13:46:19.2,-9:52:04,5.443930
Oct,4,13:47:07.4,-9:56:40,5.443820
Oct,5,13:47:55.7,-10:01:15,5.443710
Oct,6,13:48:44.1,-10:05:51,5.443590
Oct,7,13:49:32.7,-10:10:26,5.443480
Oct,8,13:50:21.4,-10:15:02,5.443370
Oct,9,13:51:10.2,-10:19:37,5.443260
Oct,10,13:51:59.1,-10:24:13,5.443150
Oct,11,13:52:48.2,-10:28:48,5.443030
Oct,12,13:53:37.4,-10:33:23,5.442920
Oct,13,13:54:26.6,-10:37:58,5.442810
Oct,14,13:55:16.0,-10:42:33,5.442690
Oct,15,13:56:05.5,-10:47:07,5.442580
Oct,16,13:56:55.1,-10:51:41,5.442460
Oct,17,13:57:44.7,-10:56:15,5.442350
Oct,18,13:58:34.5,-11:00:48,5.442230
Oct,19,13:59:24.3,-11:05:21,5.442110
Oct,20,14:00:14.2,-11:09:54,5.442000
Oct,21,14:01:04.2,-11:14:26,5.441880
Oct,22,14:01:54.2,-11:18:57,5.441760
Oct,23,14:02:44.3,-11:23:28,5.441640
Oct,24,14:03:34.4,-11:27:59,5.441520
Oct,25,14:04:24.6,-11:32:28,5.441400
Oct,26,14:05:14.8,-11:36:58,5.441280
Oct,27,14:06:05.1,-11:41:26,5.441160
Oct,28,14:06:55.4,-11:45:54,5.441040
Oct,29,14:07:45.7,-11:50:21,5.440920
Oct,30,14:08:36.0,-11:54:47,5.440800
Oct,31,14:09:26.4,-11:59:13,5.440670
Nov,1,14:10:16.8,-12:03:38,5.440550
Nov,2,14:11:07.1,-12:08:02,5.440430
Nov,3,14:11:57.5,-12:12:25,5.440300
Nov,4,14:12:47.9,-12:16:47,5.440180
Nov,5,14:13:38.3,-12:21:08,5.440060
Nov,6,14:14:28.6,-12:25:28,5.439930
Nov,7,14:15:19.0,-12:29:47,5.439810
Nov,8,14:16:09.3,-12:34:05,5.439680
Nov,9,14:16:59.6,-12:38:23,5.439550
Nov,10,14:17:49.9,-12:42:39,5.439430
Nov,11,14:18:40.2,-12:46:54,5.439300
Nov,12,14:19:30.4,-12:51:08,5.439170
Nov,13,14:20:20.6,-12:55:21,5.439040
Nov,14,14:21:10.7,-12:59:33,5.438910
Nov,15,14:22:00.8,-13:03:43,5.438780
Nov,16,14:22:50.8,-13:07:52,5.438650
Nov,17,14:23:40.7,-13:12:00,5.438520
Nov,18,14:24:30.6,-13:16:07,5.438390
Nov,19,14:25:20.4,-13:20:13,5.438260
Nov,20,14:26:10.1,-13:24:17,5.438130
Nov,21,14:26:59.7,-13:28:19,5.438000
Nov,22,14:27:49.2,-13:32:21,5.437870
Nov,23,14:28:38.6,-13:36:21,5.437730
Nov,24,14:29:27.9,-13:40:19,5.437600
Nov,25,14:30:17.1,-13:44:16,5.437470
Nov,26,14:31:06.1,-13:48:12,5.437330
Nov,27,14:31:55.1,-13:52:06,5.437200
Nov,28,14:32:43.9,-13:55:58,5.437060
Nov,29,14:33:32.5,-13:59:49,5.436930
Nov,30,14:34:21.0,-14:03:38,5.436790
Dec,1,14:35:09.4,-14:07:26,5.436650
Dec,2,14:35:57.6,-14:11:12,5.436520
Dec,3,14:36:45.6,-14:14:56,5.436380
Dec,4,14:37:33.5,-14:18:39,5.436240
Dec,5,14:38:21.2,-14:22:20,5.436100
Dec,6,14:39:08.8,-14:25:59,5.435960
Dec,7,14:39:56.1,-14:29:36,5.435830
Dec,8,14:40:43.3,-14:33:12,5.435690
Dec,9,14:41:30.3,-14:36:46,5.435550
Dec,10,14:42:17.0,-14:40:18,5.435400
Dec,11,14:43:03.6,-14:43:49,5.435260
Dec,12,14:43:49.9,-14:47:17,5.435120
Dec,13,14:44:36.0,-14:50:44,5.434980
Dec,14,14:45:21.9,-14:54:09,5.434840
Dec,15,14:46:07.6,-14:57:32,5.434690
Dec,16,14:46:53.0,-15:00:52,5.434550
Dec,17,14:47:38.1,-15:04:11,5.434410
Dec,18,14:48:23.0,-15:07:28,5.434260
Dec,19,14:49:07.7,-15:10:43,5.434120
Dec,20,14:49:52.0,-15:13:56,5.433970
Dec,21,14:50:36.1,-15:17:07,5.433830
Dec,22,14:51:19.9,-15:20:16,5.433680
Dec,23,14:52:03.4,-15:23:23,5.433540
Dec,24,14:52:46.5,-15:26:27,5.433390
Dec,25,14:53:29.4,-15:29:30,5.433240
Dec,26,14:54:12.0,-15:32:30,5.433090
Dec,27,14:54:54.2,-15:35:29,5.432940
Dec,28,14:55:36.1,-15:38:25,5.432800
Dec,29,14:56:17.7,-15:41:18,5.432650
Dec,30,14:56:58.9,-15:44:10,5.432500
Dec,31,14:57:39.7,-15:46:59,5.432350
