month, day, ra, dec, radius
Jul,30,0:13:54.4,-0:03:02,4.963920
Jul,31,0:13:49.6,-0:03:53,4.963790
Aug,1,0:13:44.0,-0:04:48,4.963660
Aug,2,0:13:37.8,-0:05:47,4.963520
Aug,3,0:13:30.8,-0:06:51,4.963390
Aug,4,0:13:23.1,-0:08:00,4.963260
Aug,5,0:13:14.8,-0:09:13,4.963130
Aug,6,0:13:05.6,-0:10:31,4.963000
Aug,7,0:12:55.8,-0:11:53,4.962870
Aug,8,0:12:45.3,-0:13:19,4.962750
Aug,9,0:12:34.1,-0:14:50,4.962620
Aug,10,0:12:22.2,-0:16:25,4.962490
Aug,11,0:12:09.6,-0:18:04,4.962360
Aug,12,0:11:56.3,-0:19:48,4.962240
Aug,13,0:11:42.4,-0:21:35,4.962110
Aug,14,0:11:27.8,-0:23:27,4.961990
Aug,15,0:11:12.6,-0:25:23,4.961860
Aug,16,0:10:56.7,-0:27:22,4.961740
Aug,17,0:10:40.2,-0:29:26,4.961610
Aug,18,0:10:23.0,-0:31:33,4.961490
Aug,19,0:10:05.3,-0:33:44,4.961370
Aug,20,0:09:46.9,-0:35:59,4.961250
Aug,21,0:09:28.0,-0:38:17,4.961130
Aug,22,0:09:08.4,-0:40:38,4.961010
Aug,23,0:08:48.4,-0:43:03,4.960890
Aug,24,0:08:27.7,-0:45:32,4.960770
Aug,25,0:08:06.5,-0:48:03,4.960650
Aug,26,0:07:44.8,-0:50:38,4.960530
Aug,27,0:07:22.6,-0:53:15,4.960410
Aug,28,0:06:59.8,-0:55:56,4.960290
Aug,29,0:06:36.6,-0:58:39,4.960180
Aug,30,0:06:12.9,-1:01:26,4.960060
Aug,31,0:05:48.8,-1:04:14,4.959940
Sep,1,0:05:24.2,-1:07:06,4.959830
Sep,2,0:04:59.1,-1:09:59,4.959720
Sep,3,0:04:33.7,-1:12:55,4.959600
Sep,4,0:04:07.9,-1:15:53,4.959490
Sep,5,0:03:41.6,-1:18:53,4.959370
Sep,6,0:03:15.1,-1:21:55,4.959260
Sep,7,0:02:48.2,-1:24:59,4.959150
Sep,8,0:02:20.9,-1:28:05,4.959040
Sep,9,0:01:53.4,-1:31:11,4.958930
Sep,10,0:01:25.6,-1:34:20,4.958820
Sep,11,0:00:57.6,-1:37:29,4.958710
Sep,12,0:00:29.3,-1:40:39,4.958600
Sep,13,0:00:00.8,-1:43:51,4.958490
Sep,14,23:59:32.1,-1:47:03,4.958380
Sep,15,23:59:03.3,-1:50:15,4.958280
Sep,16,23:58:34.3,-1:53:28,4.958170
Sep,17,23:58:05.2,-1:56:41,4.958060
Sep,18,23:57:36.0,-1:59:55,4.957960
Sep,19,23:57:06.7,-2:03:08,4.957850
Sep,20,23:56:37.4,-2:06:21,4.957750
Sep,21,23:56:08.0,-2:09:34,4.957650
Sep,22,23:55:38.6,-2:12:47,4.957540
Sep,23,23:55:09.2,-2:15:59,4.957440
Sep,24,23:54:39.9,-2:19:10,4.957340
Sep,25,23:54:10.6,-2:22:21,4.957240
Sep,26,23:53:41.4,-2:25:30,4.957140
Sep,27,23:53:12.3,-2:28:39,4.957030
Sep,28,23:52:43.2,-2:31:46,4.956930
Sep,29,23:52:14.4,-2:34:52,4.956840
Sep,30,23:51:45.7,-2:37:56,4.956740
Oct,1,23:51:17.1,-2:40:58,4.956640
Oct,2,23:50:48.8,-2:43:59,4.956540
Oct,3,23:50:20.7,-2:46:58,4.956440
Oct,4,23:49:52.8,-2:49:54,4.956350
Oct,5,23:49:25.2,-2:52:49,4.956250
Oct,6,23:48:57.9,-2:55:41,4.956160
Oct,7,23:48:31.0,-2:58:30,4.956060
Oct,8,23:48:04.3,-3:01:17,4.955970
Oct,9,23:47:38.0,-3:04:01,4.955870
Oct,10,23:47:12.1,-3:06:42,4.955780
Oct,11,23:46:46.6,-3:09:20,4.955690
Oct,12,23:46:21.5,-3:11:55,4.955600
Oct,13,23:45:56.8,-3:14:27,4.955510
Oct,14,23:45:32.6,-3:16:55,4.955410
Oct,15,23:45:08.8,-3:19:20,4.955320
Oct,16,23:44:45.5,-3:21:41,4.955230
Oct,17,23:44:22.8,-3:23:59,4.955150
Oct,18,23:44:00.5,-3:26:13,4.955060
Oct,19,23:43:38.8,-3:28:23,4.954970
Oct,20,23:43:17.6,-3:30:29,4.954880
Oct,21,23:42:57.0,-3:32:31,4.954800
Oct,22,23:42:37.0,-3:34:29,4.954710
Oct,23,23:42:17.5,-3:36:23,4.954620
Oct,24,23:41:58.7,-3:38:13,4.954540
Oct,25,23:41:40.4,-3:39:58,4.954450
Oct,26,23:41:22.8,-3:41:40,4.954370
Oct,27,23:41:05.8,-3:43:16,4.954290
Oct,28,23:40:49.4,-3:44:49,4.954200
Oct,29,23:40:33.7,-3:46:17,4.954120
Oct,30,23:40:18.7,-3:47:40,4.954040
Oct,31,23:40:04.3,-3:48:59,4.953960
Nov,1,23:39:50.7,-3:50:13,4.953880
Nov,2,23:39:37.7,-3:51:22,4.953800
Nov,3,23:39:25.4,-3:52:26,4.953720
Nov,4,23:39:13.8,-3:53:26,4.953640
Nov,5,23:39:03.0,-3:54:21,4.953560
Nov,6,23:38:52.8,-3:55:11,4.953490
Nov,7,23:38:43.4,-3:55:56,4.953410
Nov,8,23:38:34.8,-3:56:36,4.953330
Nov,9,23:38:26.9,-3:57:11,4.953260
Nov,10,23:38:19.7,-3:57:41,4.953180
Nov,11,23:38:13.3,-3:58:06,4.953110
Nov,12,23:38:07.6,-3:58:26,4.953030
Nov,13,23:38:02.7,-3:58:41,4.952960
Nov,14,23:37:58.6,-3:58:51,4.952890
Nov,15,23:37:55.2,-3:58:56,4.952810
Nov,16,23:37:52.6,-3:58:56,4.952740
Nov,17,23:37:50.8,-3:58:51,4.952670
Nov,18,23:37:49.7,-3:58:41,4.952600
Nov,19,23:37:49.3,-3:58:26,4.952530
Nov,20,23:37:49.7,-3:58:07,4.952460
Nov,21,23:37:50.9,-3:57:42,4.952390
Nov,22,23:37:52.9,-3:57:12,4.952320
Nov,23,23:37:55.6,-3:56:37,4.952260
Nov,24,23:37:59.0,-3:55:58,4.952190
Nov,25,23:38:03.2,-3:55:13,4.952120
Nov,26,23:38:08.2,-3:54:24,4.952060
Nov,27,23:38:13.9,-3:53:30,4.951990
Nov,28,23:38:20.4,-3:52:31,4.951930
Nov,29,23:38:27.6,-3:51:27,4.951860
Nov,30,23:38:35.5,-3:50:18,4.951800
Dec,1,23:38:44.2,-3:49:05,4.951730
Dec,2,23:38:53.7,-3:47:46,4.951670
Dec,3,23:39:03.8,-3:46:23,4.951610
Dec,4,23:39:14.7,-3:44:56,4.951550
Dec,5,23:39:26.4,-3:43:23,4.951490
Dec,6,23:39:38.7,-3:41:46,4.951430
Dec,7,23:39:51.8,-3:40:04,4.951370
Dec,8,23:40:05.6,-3:38:18,4.951310
Dec,9,23:40:20.1,-3:36:27,4.951250
Dec,10,23:40:35.3,-3:34:32,4.951190
Dec,11,23:40:51.3,-3:32:32,4.951140
Dec,12,23:41:07.9,-3:30:28,4.951080
Dec,13,23:41:25.2,-3:28:19,4.951020
Dec,14,23:41:43.1,-3:26:06,4.950970
Dec,15,23:42:01.8,-3:23:49,4.950910
Dec,16,23:42:21.1,-3:21:27,4.950860
Dec,17,23:42:41.1,-3:19:02,4.950810
Dec,18,23:43:01.7,-3:16:32,4.950750
Dec,19,23:43:23.0,-3:13:58,4.950700
Dec,20,23:43:44.9,-3:11:20,4.950650
Dec,21,23:44:07.4,-3:08:38,4.950600
Dec,22,23:44:30.6,-3:05:52,4.950550
Dec,23,23:44:54.4,-3:03:02,4.950500
Dec,24,23:45:18.8,-3:00:09,4.950450
Dec,25,23:45:43.8,-2:57:11,4.950400
Dec,26,23:46:09.4,-2:54:10,4.950350
Dec,27,23:46:35.6,-2:51:05,4.950300
Dec,28,23:47:02.3,-2:47:56,4.950250
Dec,29,23:47:29.7,-2:44:43,4.950210
Dec,30,23:47:57.6,-2:41:27,4.950160
Dec,31,23:48:26.2,-2:38:07,4.950120
