month, day, ra, dec, radius
Feb,15,22:48:37.2,-8:36:59,4.983730
Feb,16,22:49:30.8,-8:31:35,4.983540
Feb,17,22:50:24.5,-8:26:09,4.983360
Feb,18,22:51:18.2,-8:20:42,4.983170
Feb,19,22:52:11.9,-8:15:15,4.982980
Feb,20,22:53:05.8,-8:09:47,4.982800
Feb,21,22:53:59.6,-8:04:19,4.982610
Feb,22,22:54:53.5,-7:58:50,4.982430
Feb,23,22:55:47.4,-7:53:20,4.982240
Feb,24,22:56:41.4,-7:47:49,4.982060
Feb,25,22:57:35.4,-7:42:18,4.981880
Feb,26,22:58:29.4,-7:36:47,4.981690
Feb,27,22:59:23.4,-7:31:15,4.981510
Feb,28,23:00:17.5,-7:25:42,4.981330
Mar,1,23:01:11.5,-7:20:10,4.981150
Mar,2,23:02:05.6,-7:14:36,4.980970
Mar,3,23:02:59.7,-7:09:03,4.980790
Mar,4,23:03:53.7,-7:03:29,4.980610
Mar,5,23:04:47.7,-6:57:55,4.980430
Mar,6,23:05:41.8,-6:52:21,4.980250
Mar,7,23:06:35.8,-6:46:46,4.980070
Mar,8,23:07:29.7,-6:41:11,4.979890
Mar,9,23:08:23.6,-6:35:37,4.979720
Mar,10,23:09:17.5,-6:30:02,4.979540
Mar,11,23:10:11.4,-6:24:27,4.979360
Mar,12,23:11:05.2,-6:18:52,4.979190
Mar,13,23:11:59.0,-6:13:17,4.979010
Mar,14,23:12:52.7,-6:07:43,4.978840
Mar,15,23:13:46.3,-6:02:08,4.978660
Mar,16,23:14:39.9,-5:56:34,4.978490
Mar,17,23:15:33.4,-5:50:59,4.978320
Mar,18,23:16:26.8,-5:45:25,4.978140
Mar,19,23:17:20.2,-5:39:52,4.977970
Mar,20,23:18:13.5,-5:34:18,4.977800
Mar,21,23:19:06.7,-5:28:45,4.977630
Mar,22,23:19:59.9,-5:23:12,4.977460
Mar,23,23:20:52.9,-5:17:39,4.977290
Mar,24,23:21:45.9,-5:12:07,4.977120
Mar,25,23:22:38.7,-5:06:35,4.976950
Mar,26,23:23:31.5,-5:01:04,4.976780
Mar,27,23:24:24.1,-4:55:33,4.976610
Mar,28,23:25:16.7,-4:50:03,4.976450
Mar,29,23:26:09.1,-4:44:33,4.976280
Mar,30,23:27:01.4,-4:39:04,4.976110
Mar,31,23:27:53.6,-4:33:36,4.975950
Apr,1,23:28:45.7,-4:28:08,4.975780
Apr,2,23:29:37.6,-4:22:41,4.975620
Apr,3,23:30:29.4,-4:17:15,4.975450
Apr,4,23:31:21.0,-4:11:50,4.975290
Apr,5,23:32:12.5,-4:06:25,4.975120
Apr,6,23:33:03.9,-4:01:02,4.974960
Apr,7,23:33:55.1,-3:55:39,4.974800
Apr,8,23:34:46.1,-3:50:17,4.974640
Apr,9,23:35:36.9,-3:44:57,4.974480
Apr,10,23:36:27.6,-3:39:37,4.974320
Apr,11,23:37:18.1,-3:34:19,4.974160
Apr,12,23:38:08.5,-3:29:01,4.974000
Apr,13,23:38:58.6,-3:23:45,4.973840
Apr,14,23:39:48.6,-3:18:30,4.973680
Apr,15,23:40:38.4,-3:13:16,4.973520
Apr,16,23:41:27.9,-3:08:03,4.973360
Apr,17,23:42:17.3,-3:02:52,4.973200
Apr,18,23:43:06.5,-2:57:42,4.973050
Apr,19,23:43:55.5,-2:52:33,4.972890
Apr,20,23:44:44.3,-2:47:26,4.972740
Apr,21,23:45:32.8,-2:42:20,4.972580
Apr,22,23:46:21.2,-2:37:15,4.972430
Apr,23,23:47:09.3,-2:32:12,4.972270
Apr,24,23:47:57.2,-2:27:11,4.972120
Apr,25,23:48:44.8,-2:22:11,4.971970
Apr,26,23:49:32.2,-2:17:12,4.971810
Apr,27,23:50:19.4,-2:12:16,4.971660
Apr,28,23:51:06.4,-2:07:21,4.971510
Apr,29,23:51:53.0,-2:02:27,4.971360
Apr,30,23:52:39.4,-1:57:36,4.971210
May,1,23:53:25.6,-1:52:46,4.971060
May,2,23:54:11.5,-1:47:58,4.970910
May,3,23:54:57.1,-1:43:12,4.970760
May,4,23:55:42.4,-1:38:28,4.970620
May,5,23:56:27.4,-1:33:46,4.970470
May,6,23:57:12.2,-1:29:06,4.970320
May,7,23:57:56.6,-1:24:28,4.970170
May,8,23:58:40.8,-1:19:52,4.970030
May,9,23:59:24.6,-1:15:18,4.969880
May,10,0:00:08.1,-1:10:46,4.969740
May,11,0:00:51.3,-1:06:17,4.969590
May,12,0:01:34.2,-1:01:49,4.969450
May,13,0:02:16.8,-0:57:24,4.969310
May,14,0:02:59.0,-0:53:02,4.969160
May,15,0:03:40.9,-0:48:41,4.969020
May,16,0:04:22.5,-0:44:23,4.968880
May,17,0:05:03.7,-0:40:08,4.968740
May,18,0:05:44.6,-0:35:54,4.968600
May,19,0:06:25.2,-0:31:43,4.968460
May,20,0:07:05.3,-0:27:35,4.968320
May,21,0:07:45.1,-0:23:29,4.968180
May,22,0:08:24.6,-0:19:26,4.968040
May,23,0:09:03.6,-0:15:25,4.967900
May,24,0:09:42.3,-0:11:27,4.967770
May,25,0:10:20.6,-0:07:32,4.967630
May,26,0:10:58.5,-0:03:39,4.967490
May,27,0:11:36.0,+0:00:10,4.967360
May,28,0:12:13.1,+0:03:57,4.967220
May,29,0:12:49.7,+0:07:41,4.967090
May,30,0:13:26.0,+0:11:22,4.966950
May,31,0:14:01.8,+0:15:01,4.966820
Jun,1,0:14:37.2,+0:18:36,4.966690
Jun,2,0:15:12.1,+0:22:08,4.966550
Jun,3,0:15:46.6,+0:25:37,4.966420
Jun,4,0:16:20.7,+0:29:03,4.966290
Jun,5,0:16:54.3,+0:32:26,4.966160
Jun,6,0:17:27.4,+0:35:45,4.966030
Jun,7,0:18:00.1,+0:39:01,4.965900
Jun,8,0:18:32.2,+0:42:15,4.965770
Jun,9,0:19:04.0,+0:45:24,4.965640
Jun,10,0:19:35.2,+0:48:31,4.965510
Jun,11,0:20:05.9,+0:51:34,4.965380
Jun,12,0:20:36.1,+0:54:34,4.965260
Jun,13,0:21:05.9,+0:57:30,4.965130
Jun,14,0:21:35.1,+1:00:23,4.965000
Jun,15,0:22:03.8,+1:03:12,4.964880
Jun,16,0:22:32.0,+1:05:58,4.964750
Jun,17,0:22:59.7,+1:08:40,4.964630
Jun,18,0:23:26.8,+1:11:19,4.964510
Jun,19,0:23:53.4,+1:13:54,4.964380
Jun,20,0:24:19.5,+1:16:25,4.964260
Jun,21,0:24:45.0,+1:18:53,4.964140
Jun,22,0:25:10.0,+1:21:17,4.964020
Jun,23,0:25:34.3,+1:23:37,4.963900
Jun,24,0:25:58.1,+1:25:53,4.963780
Jun,25,0:26:21.4,+1:28:06,4.963660
Jun,26,0:26:44.0,+1:30:14,4.963540
Jun,27,0:27:06.1,+1:32:18,4.963420
Jun,28,0:27:27.5,+1:34:19,4.963300
Jun,29,0:27:48.4,+1:36:15,4.963180
Jun,30,0:28:08.6,+1:38:08,4.963060
Jul,1,0:28:28.2,+1:39:56,4.962950
Jul,2,0:28:47.2,+1:41:40,4.962830
Jul,3,0:29:05.6,+1:43:20,4.962720
Jul,4,0:29:23.3,+1:44:55,4.962600
Jul,5,0:29:40.4,+1:46:27,4.962490
Jul,6,0:29:56.8,+1:47:54,4.962370
Jul,7,0:30:12.6,+1:49:17,4.962260
Jul,8,0:30:27.8,+1:50:36,4.962150
Jul,9,0:30:42.3,+1:51:50,4.962030
Jul,10,0:30:56.1,+1:53:00,4.961920
Jul,11,0:31:09.3,+1:54:06,4.961810
Jul,12,0:31:21.8,+1:55:07,4.961700
Jul,13,0:31:33.6,+1:56:04,4.961590
Jul,14,0:31:44.8,+1:56:56,4.961480
Jul,15,0:31:55.2,+1:57:45,4.961370
Jul,16,0:32:05.0,+1:58:28,4.961260
Jul,17,0:32:14.1,+1:59:07,4.961160
Jul,18,0:32:22.5,+1:59:42,4.961050
Jul,19,0:32:30.2,+2:00:12,4.960940
Jul,20,0:32:37.2,+2:00:38,4.960840
Jul,21,0:32:43.4,+2:00:59,4.960730
Jul,22,0:32:49.0,+2:01:15,4.960620
Jul,23,0:32:53.8,+2:01:27,4.960520
Jul,24,0:32:58.0,+2:01:34,4.960420
Jul,25,0:33:01.4,+2:01:36,4.960310
Jul,26,0:33:04.0,+2:01:34,4.960210
Jul,27,0:33:06.0,+2:01:27,4.960110
Jul,28,0:33:07.2,+2:01:16,4.960010
Jul,29,0:33:07.7,+2:01:00,4.959910
Jul,30,0:33:07.4,+2:00:39,4.959800
Jul,31,0:33:06.5,+2:00:14,4.959700
Aug,1,0:33:04.7,+1:59:44,4.959610
Aug,2,0:33:02.3,+1:59:09,4.959510
Aug,3,0:32:59.1,+1:58:30,4.959410
Aug,4,0:32:55.2,+1:57:46,4.959310
Aug,5,0:32:50.6,+1:56:58,4.959210
Aug,6,0:32:45.3,+1:56:05,4.959120
Aug,7,0:32:39.2,+1:55:07,4.959020
Aug,8,0:32:32.5,+1:54:05,4.958920
Aug,9,0:32:25.0,+1:52:59,4.958830
Aug,10,0:32:16.8,+1:51:48,4.958740
Aug,11,0:32:07.9,+1:50:33,4.958640
Aug,12,0:31:58.3,+1:49:14,4.958550
Aug,13,0:31:48.0,+1:47:50,4.958460
Aug,14,0:31:37.0,+1:46:22,4.958360
Aug,15,0:31:25.3,+1:44:49,4.958270
Aug,16,0:31:12.9,+1:43:13,4.958180
Aug,17,0:30:59.8,+1:41:32,4.958090
Aug,18,0:30:46.1,+1:39:47,4.958000
Aug,19,0:30:31.7,+1:37:58,4.957910
Aug,20,0:30:16.6,+1:36:05,4.957820
Aug,21,0:30:00.9,+1:34:08,4.957730
Aug,22,0:29:44.6,+1:32:07,4.957650
Aug,23,0:29:27.6,+1:30:02,4.957560
Aug,24,0:29:10.0,+1:27:53,4.957470
Aug,25,0:28:51.7,+1:25:41,4.957390
Aug,26,0:28:32.9,+1:23:25,4.957300
Aug,27,0:28:13.4,+1:21:05,4.957220
Aug,28,0:27:53.4,+1:18:42,4.957130
Aug,29,0:27:32.8,+1:16:16,4.957050
Aug,30,0:27:11.7,+1:13:46,4.956970
Aug,31,0:26:50.0,+1:11:14,4.956880
Sep,1,0:26:27.8,+1:08:38,4.956800
Sep,2,0:26:05.1,+1:05:59,4.956720
Sep,3,0:25:41.9,+1:03:17,4.956640
Sep,4,0:25:18.3,+1:00:33,4.956560
Sep,5,0:24:54.1,+0:57:46,4.956480
Sep,6,0:24:29.6,+0:54:57,4.956400
Sep,7,0:24:04.6,+0:52:05,4.956320
Sep,8,0:23:39.2,+0:49:11,4.956240
Sep,9,0:23:13.4,+0:46:15,4.956170
Sep,10,0:22:47.2,+0:43:17,4.956090
Sep,11,0:22:20.7,+0:40:17,4.956010
Sep,12,0:21:53.8,+0:37:15,4.955940
Sep,13,0:21:26.6,+0:34:11,4.955860
Sep,14,0:20:59.1,+0:31:06,4.955790
Sep,15,0:20:31.4,+0:28:00,4.955710
Sep,16,0:20:03.3,+0:24:52,4.955640
Sep,17,0:19:35.0,+0:21:43,4.955570
Sep,18,0:19:06.5,+0:18:33,4.955500
Sep,19,0:18:37.8,+0:15:22,4.955420
Sep,20,0:18:08.9,+0:12:11,4.955350
Sep,21,0:17:39.9,+0:08:59,4.955280
Sep,22,0:17:10.7,+0:05:46,4.955210
Sep,23,0:16:41.4,+0:02:33,4.955140
Sep,24,0:16:12.1,-0:00:39,4.955070
Sep,25,0:15:42.6,-0:03:52,4.955010
Sep,26,0:15:13.1,-0:07:05,4.954940
Sep,27,0:14:43.6,-0:10:17,4.954870
Sep,28,0:14:14.1,-0:13:29,4.954800
Sep,29,0:13:44.6,-0:16:40,4.954740
Sep,30,0:13:15.2,-0:19:51,4.954670
Oct,1,0:12:45.8,-0:23:00,4.954610
Oct,2,0:12:16.6,-0:26:09,4.954540
Oct,3,0:11:47.5,-0:29:16,4.954480
Oct,4,0:11:18.5,-0:32:21,4.954420
Oct,5,0:10:49.6,-0:35:25,4.954350
Oct,6,0:10:21.0,-0:38:28,4.954290
Oct,7,0:09:52.6,-0:41:28,4.954230
Oct,8,0:09:24.4,-0:44:27,4.954170
Oct,9,0:08:56.4,-0:47:23,4.954110
Oct,10,0:08:28.7,-0:50:18,4.954050
Oct,11,0:08:01.3,-0:53:10,4.953990
Oct,12,0:07:34.2,-0:55:59,4.953930
Oct,13,0:07:07.5,-0:58:46,4.953880
Oct,14,0:06:41.1,-1:01:31,4.953820
Oct,15,0:06:15.0,-1:04:12,4.953760
Oct,16,0:05:49.3,-1:06:51,4.953700
Oct,17,0:05:24.1,-1:09:26,4.953650
Oct,18,0:04:59.2,-1:11:59,4.953590
Oct,19,0:04:34.8,-1:14:28,4.953540
Oct,20,0:04:10.9,-1:16:53,4.953490
Oct,21,0:03:47.4,-1:19:16,4.953430
Oct,22,0:03:24.4,-1:21:34,4.953380
Oct,23,0:03:02.0,-1:23:49,4.953330
Oct,24,0:02:40.0,-1:26:01,4.953280
Oct,25,0:02:18.6,-1:28:08,4.953220
Oct,26,0:01:57.8,-1:30:11,4.953170
Oct,27,0:01:37.5,-1:32:10,4.953120
Oct,28,0:01:17.9,-1:34:05,4.953080
Oct,29,0:00:58.8,-1:35:56,4.953030
Oct,30,0:00:40.4,-1:37:42,4.952980
Oct,31,0:00:22.6,-1:39:24,4.952930
Nov,1,0:00:05.4,-1:41:02,4.952880
Nov,2,23:59:48.9,-1:42:35,4.952840
Nov,3,23:59:33.0,-1:44:04,4.952790
Nov,4,23:59:17.8,-1:45:27,4.952750
Nov,5,23:59:03.3,-1:46:47,4.952700
Nov,6,23:58:49.4,-1:48:01,4.952660
Nov,7,23:58:36.3,-1:49:11,4.952610
Nov,8,23:58:23.9,-1:50:16,4.952570
Nov,9,23:58:12.1,-1:51:16,4.952530
Nov,10,23:58:01.1,-1:52:11,4.952490
Nov,11,23:57:50.8,-1:53:02,4.952450
Nov,12,23:57:41.2,-1:53:48,4.952410
Nov,13,23:57:32.4,-1:54:28,4.952370
Nov,14,23:57:24.2,-1:55:04,4.952330
Nov,15,23:57:16.9,-1:55:35,4.952290
Nov,16,23:57:10.2,-1:56:01,4.952250
Nov,17,23:57:04.3,-1:56:22,4.952210
Nov,18,23:56:59.2,-1:56:38,4.952170
Nov,19,23:56:54.8,-1:56:49,4.952140
Nov,20,23:56:51.2,-1:56:54,4.952100
Nov,21,23:56:48.3,-1:56:55,4.952070
Nov,22,23:56:46.3,-1:56:51,4.952030
Nov,23,23:56:44.9,-1:56:42,4.952000
Nov,24,23:56:44.4,-1:56:27,4.951960
Nov,25,23:56:44.6,-1:56:08,4.951930
Nov,26,23:56:45.5,-1:55:44,4.951900
Nov,27,23:56:47.3,-1:55:14,4.951870
Nov,28,23:56:49.8,-1:54:40,4.951830
Nov,29,23:56:53.0,-1:54:00,4.951800
Nov,30,23:56:57.1,-1:53:16,4.951770
Dec,1,23:57:01.9,-1:52:26,4.951740
Dec,2,23:57:07.4,-1:51:32,4.951720
Dec,3,23:57:13.7,-1:50:33,4.951690
Dec,4,23:57:20.7,-1:49:28,4.951660
Dec,5,23:57:28.5,-1:48:20,4.951630
Dec,6,23:57:37.0,-1:47:06,4.951610
Dec,7,23:57:46.3,-1:45:47,4.951580
Dec,8,23:57:56.3,-1:44:24,4.951550
Dec,9,23:58:07.0,-1:42:56,4.951530
Dec,10,23:58:18.4,-1:41:24,4.951500
Dec,11,23:58:30.6,-1:39:47,4.951480
Dec,12,23:58:43.5,-1:38:05,4.951460
Dec,13,23:58:57.1,-1:36:19,4.951430
Dec,14,23:59:11.4,-1:34:28,4.951410
Dec,15,23:59:26.3,-1:32:33,4.951390
Dec,16,23:59:42.0,-1:30:33,4.951370
Dec,17,23:59:58.4,-1:28:29,4.951350
Dec,18,0:00:15.5,-1:26:20,4.951330
Dec,19,0:00:33.2,-1:24:07,4.951310
Dec,20,0:00:51.6,-1:21:50,4.951290
Dec,21,0:01:10.7,-1:19:29,4.951280
Dec,22,0:01:30.5,-1:17:03,4.951260
Dec,23,0:01:50.9,-1:14:33,4.951240
Dec,24,0:02:12.0,-1:11:59,4.951220
Dec,25,0:02:33.7,-1:09:21,4.951210
Dec,26,0:02:56.1,-1:06:38,4.951190
Dec,27,0:03:19.1,-1:03:52,4.951180
Dec,28,0:03:42.7,-1:01:02,4.951170
Dec,29,0:04:07.0,-0:58:08,4.951150
Dec,30,0:04:31.8,-0:55:10,4.951140
Dec,31,0:04:57.3,-0:52:08,4.951130
