month, day, ra, dec, radius
Feb,18,11:27:13.6,+5:06:04,5.424660
Feb,19,11:26:48.5,+5:08:56,5.424830
Feb,20,11:26:23.1,+5:11:49,5.425010
Feb,21,11:25:57.3,+5:14:44,5.425180
Feb,22,11:25:31.2,+5:17:40,5.425350
Feb,23,11:25:04.7,+5:20:39,5.425520
Feb,24,11:24:38.0,+5:23:38,5.425690
Feb,25,11:24:11.0,+5:26:39,5.425850
Feb,26,11:23:43.7,+5:29:42,5.426020
Feb,27,11:23:16.2,+5:32:45,5.426190
Feb,28,11:22:48.4,+5:35:50,5.426360
Feb,29,11:22:20.4,+5:38:55,5.426520
Mar,1,11:21:52.3,+5:42:01,5.426690
Mar,2,11:21:23.9,+5:45:07,5.426860
Mar,3,11:20:55.5,+5:48:14,5.427020
Mar,4,11:20:26.9,+5:51:22,5.427190
Mar,5,11:19:58.1,+5:54:29,5.427350
Mar,6,11:19:29.3,+5:57:37,5.427520
Mar,7,11:19:00.5,+6:00:44,5.427680
Mar,8,11:18:31.6,+6:03:51,5.427840
Mar,9,11:18:02.7,+6:06:58,5.428010
Mar,10,11:17:33.7,+6:10:04,5.428170
Mar,11,11:17:04.8,+6:13:10,5.428330
Mar,12,11:16:36.0,+6:16:14,5.428490
Mar,13,11:16:07.2,+6:19:18,5.428650
Mar,14,11:15:38.5,+6:22:21,5.428820
Mar,15,11:15:09.9,+6:25:22,5.428980
Mar,16,11:14:41.4,+6:28:23,5.429140
Mar,17,11:14:13.1,+6:31:21,5.429300
Mar,18,11:13:45.0,+6:34:18,5.429450
Mar,19,11:13:17.1,+6:37:14,5.429610
Mar,20,11:12:49.3,+6:40:07,5.429770
Mar,21,11:12:21.8,+6:42:59,5.429930
Mar,22,11:11:54.6,+6:45:49,5.430090
Mar,23,11:11:27.6,+6:48:36,5.430240
Mar,24,11:11:00.8,+6:51:21,5.430400
Mar,25,11:10:34.4,+6:54:04,5.430550
Mar,26,11:10:08.3,+6:56:45,5.430710
Mar,27,11:09:42.5,+6:59:22,5.430870
Mar,28,11:09:17.1,+7:01:58,5.431020
Mar,29,11:08:52.1,+7:04:30,5.431170
Mar,30,11:08:27.4,+7:07:00,5.431330
Mar,31,11:08:03.1,+7:09:26,5.431480
Apr,1,11:07:39.3,+7:11:50,5.431630
Apr,2,11:07:15.8,+7:14:10,5.431790
Apr,3,11:06:52.8,+7:16:28,5.431940
Apr,4,11:06:30.3,+7:18:42,5.432090
Apr,5,11:06:08.2,+7:20:53,5.432240
Apr,6,11:05:46.7,+7:23:00,5.432390
Apr,7,11:05:25.6,+7:25:03,5.432540
Apr,8,11:05:05.1,+7:27:04,5.432690
Apr,9,11:04:45.1,+7:29:00,5.432840
Apr,10,11:04:25.6,+7:30:53,5.432990
Apr,11,11:04:06.7,+7:32:42,5.433140
Apr,12,11:03:48.4,+7:34:27,5.433280
Apr,13,11:03:30.6,+7:36:08,5.433430
Apr,14,11:03:13.4,+7:37:46,5.433580
Apr,15,11:02:56.9,+7:39:19,5.433720
Apr,16,11:02:40.9,+7:40:48,5.433870
Apr,17,11:02:25.5,+7:42:14,5.434020
Apr,18,11:02:10.8,+7:43:35,5.434160
Apr,19,11:01:56.6,+7:44:52,5.434310
Apr,20,11:01:43.1,+7:46:05,5.434450
Apr,21,11:01:30.3,+7:47:14,5.434590
Apr,22,11:01:18.0,+7:48:18,5.434740
Apr,23,11:01:06.5,+7:49:19,5.434880
Apr,24,11:00:55.5,+7:50:15,5.435020
Apr,25,11:00:45.3,+7:51:07,5.435160
Apr,26,11:00:35.6,+7:51:55,5.435310
Apr,27,11:00:26.7,+7:52:39,5.435450
Apr,28,11:00:18.4,+7:53:18,5.435590
Apr,29,11:00:10.8,+7:53:53,5.435730
Apr,30,11:00:03.8,+7:54:23,5.435870
May,1,10:59:57.5,+7:54:50,5.436010
May,2,10:59:51.9,+7:55:12,5.436140
May,3,10:59:47.0,+7:55:30,5.436280
May,4,10:59:42.8,+7:55:43,5.436420
May,5,10:59:39.2,+7:55:52,5.436560
May,6,10:59:36.4,+7:55:57,5.436700
May,7,10:59:34.2,+7:55:58,5.436830
May,8,10:59:32.7,+7:55:54,5.436970
May,9,10:59:31.9,+7:55:46,5.437100
May,10,10:59:31.8,+7:55:33,5.437240
May,11,10:59:32.4,+7:55:17,5.437370
May,12,10:59:33.6,+7:54:56,5.437510
May,13,10:59:35.6,+7:54:31,5.437640
May,14,10:59:38.2,+7:54:01,5.437770
May,15,10:59:41.4,+7:53:28,5.437910
May,16,10:59:45.4,+7:52:50,5.438040
May,17,10:59:50.0,+7:52:08,5.438170
May,18,10:59:55.3,+7:51:22,5.438300
May,19,11:00:01.3,+7:50:32,5.438430
May,20,11:00:07.9,+7:49:38,5.438560
May,21,11:00:15.1,+7:48:40,5.438690
May,22,11:00:23.0,+7:47:38,5.438820
May,23,11:00:31.6,+7:46:31,5.438950
May,24,11:00:40.8,+7:45:21,5.439080
May,25,11:00:50.6,+7:44:07,5.439210
May,26,11:01:01.1,+7:42:49,5.439340
May,27,11:01:12.2,+7:41:27,5.439460
May,28,11:01:23.9,+7:40:02,5.439590
May,29,11:01:36.2,+7:38:32,5.439720
May,30,11:01:49.2,+7:36:59,5.439840
May,31,11:02:02.7,+7:35:22,5.439970
Jun,1,11:02:16.9,+7:33:41,5.440090
Jun,2,11:02:31.7,+7:31:56,5.440220
Jun,3,11:02:47.0,+7:30:08,5.440340
Jun,4,11:03:03.0,+7:28:16,5.440470
Jun,5,11:03:19.6,+7:26:20,5.440590
Jun,6,11:03:36.7,+7:24:21,5.440710
Jun,7,11:03:54.4,+7:22:18,5.440830
Jun,8,11:04:12.7,+7:20:12,5.440960
Jun,9,11:04:31.6,+7:18:02,5.441080
Jun,10,11:04:51.0,+7:15:48,5.441200
Jun,11,11:05:11.0,+7:13:32,5.441320
Jun,12,11:05:31.5,+7:11:11,5.441440
Jun,13,11:05:52.6,+7:08:48,5.441560
Jun,14,11:06:14.2,+7:06:21,5.441680
Jun,15,11:06:36.3,+7:03:51,5.441800
Jun,16,11:06:59.0,+7:01:18,5.441910
Jun,17,11:07:22.1,+6:58:41,5.442030
Jun,18,11:07:45.8,+6:56:02,5.442150
Jun,19,11:08:09.9,+6:53:19,5.442260
Jun,20,11:08:34.6,+6:50:33,5.442380
Jun,21,11:08:59.8,+6:47:44,5.442500
Jun,22,11:09:25.4,+6:44:52,5.442610
Jun,23,11:09:51.5,+6:41:57,5.442730
Jun,24,11:10:18.1,+6:38:59,5.442840
Jun,25,11:10:45.1,+6:35:58,5.442960
Jun,26,11:11:12.6,+6:32:54,5.443070
Jun,27,11:11:40.6,+6:29:48,5.443180
Jun,28,11:12:09.0,+6:26:38,5.443290
Jun,29,11:12:37.8,+6:23:26,5.443410
Jun,30,11:13:07.1,+6:20:11,5.443520
Jul,1,11:13:36.9,+6:16:53,5.443630
Jul,2,11:14:07.0,+6:13:33,5.443740
Jul,3,11:14:37.6,+6:10:10,5.443850
Jul,4,11:15:08.6,+6:06:44,5.443960
Jul,5,11:15:40.0,+6:03:15,5.444070
Jul,6,11:16:11.9,+5:59:44,5.444180
Jul,7,11:16:44.1,+5:56:11,5.444280
Jul,8,11:17:16.7,+5:52:35,5.444390
Jul,9,11:17:49.7,+5:48:56,5.444500
Jul,10,11:18:23.1,+5:45:16,5.444610
Jul,11,11:18:56.8,+5:41:32,5.444710
Jul,12,11:19:30.9,+5:37:47,5.444820
Jul,13,11:20:05.4,+5:33:59,5.444920
Jul,14,11:20:40.2,+5:30:09,5.445030
Jul,15,11:21:15.4,+5:26:16,5.445130
Jul,16,11:21:50.9,+5:22:22,5.445240
Jul,17,11:22:26.8,+5:18:25,5.445340
Jul,18,11:23:03.0,+5:14:26,5.445440
Jul,19,11:23:39.5,+5:10:25,5.445550
Jul,20,11:24:16.3,+5:06:22,5.445650
Jul,21,11:24:53.4,+5:02:17,5.445750
Jul,22,11:25:30.9,+4:58:10,5.445850
Jul,23,11:26:08.6,+4:54:01,5.445950
Jul,24,11:26:46.7,+4:49:50,5.446050
Jul,25,11:27:25.1,+4:45:37,5.446150
Jul,26,11:28:03.7,+4:41:22,5.446250
Jul,27,11:28:42.6,+4:37:05,5.446350
Jul,28,11:29:21.9,+4:32:47,5.446450
Jul,29,11:30:01.4,+4:28:26,5.446550
Jul,30,11:30:41.1,+4:24:04,5.446650
Jul,31,11:31:21.2,+4:19:41,5.446740
Aug,1,11:32:01.5,+4:15:15,5.446840
Aug,2,11:32:42.0,+4:10:48,5.446940
Aug,3,11:33:22.9,+4:06:19,5.447030
Aug,4,11:34:03.9,+4:01:49,5.447130
Aug,5,11:34:45.2,+3:57:17,5.447220
Aug,6,11:35:26.8,+3:52:43,5.447310
Aug,7,11:36:08.5,+3:48:08,5.447410
Aug,8,11:36:50.5,+3:43:32,5.447500
Aug,9,11:37:32.8,+3:38:54,5.447590
Aug,10,11:38:15.2,+3:34:15,5.447690
Aug,11,11:38:57.8,+3:29:34,5.447780
Aug,12,11:39:40.7,+3:24:53,5.447870
Aug,13,11:40:23.7,+3:20:09,5.447960
Aug,14,11:41:07.0,+3:15:25,5.448050
Aug,15,11:41:50.4,+3:10:39,5.448140
Aug,16,11:42:34.0,+3:05:53,5.448230
Aug,17,11:43:17.8,+3:01:05,5.448320
Aug,18,11:44:01.8,+2:56:16,5.448410
Aug,19,11:44:45.9,+2:51:25,5.448500
Aug,20,11:45:30.3,+2:46:34,5.448580
Aug,21,11:46:14.7,+2:41:42,5.448670
Aug,22,11:46:59.4,+2:36:49,5.448760
Aug,23,11:47:44.2,+2:31:54,5.448840
Aug,24,11:48:29.2,+2:26:59,5.448930
Aug,25,11:49:14.3,+2:22:03,5.449010
Aug,26,11:49:59.5,+2:17:06,5.449100
Aug,27,11:50:44.9,+2:12:08,5.449180
Aug,28,11:51:30.5,+2:07:09,5.449270
Aug,29,11:52:16.2,+2:02:10,5.449350
Aug,30,11:53:02.0,+1:57:10,5.449430
Aug,31,11:53:47.9,+1:52:09,5.449520
Sep,1,11:54:34.0,+1:47:07,5.449600
Sep,2,11:55:20.1,+1:42:05,5.449680
Sep,3,11:56:06.4,+1:37:02,5.449760
Sep,4,11:56:52.8,+1:31:58,5.449840
Sep,5,11:57:39.3,+1:26:54,5.449920
Sep,6,11:58:25.9,+1:21:49,5.450000
Sep,7,11:59:12.5,+1:16:44,5.450080
Sep,8,11:59:59.3,+1:11:39,5.450160
Sep,9,12:00:46.1,+1:06:33,5.450230
Sep,10,12:01:33.0,+1:01:26,5.450310
Sep,11,12:02:20.0,+0:56:19,5.450390
Sep,12,12:03:07.1,+0:51:12,5.450470
Sep,13,12:03:54.2,+0:46:05,5.450540
Sep,14,12:04:41.4,+0:40:57,5.450620
Sep,15,12:05:28.7,+0:35:50,5.450690
Sep,16,12:06:16.0,+0:30:42,5.450770
Sep,17,12:07:03.3,+0:25:33,5.450840
Sep,18,12:07:50.7,+0:20:25,5.450920
Sep,19,12:08:38.1,+0:15:17,5.450990
Sep,20,12:09:25.6,+0:10:08,5.451060
Sep,21,12:10:13.1,+0:05:00,5.451130
Sep,22,12:11:00.7,-0:00:09,5.451210
Sep,23,12:11:48.2,-0:05:18,5.451280
Sep,24,12:12:35.8,-0:10:26,5.451350
Sep,25,12:13:23.5,-0:15:35,5.451420
Sep,26,12:14:11.1,-0:20:43,5.451490
Sep,27,12:14:58.8,-0:25:51,5.451560
Sep,28,12:15:46.4,-0:30:59,5.451630
Sep,29,12:16:34.1,-0:36:07,5.451700
Sep,30,12:17:21.7,-0:41:14,5.451760
Oct,1,12:18:09.4,-0:46:22,5.451830
Oct,2,12:18:57.0,-0:51:29,5.451900
Oct,3,12:19:44.6,-0:56:35,5.451960
Oct,4,12:20:32.2,-1:01:41,5.452030
Oct,5,12:21:19.8,-1:06:47,5.452100
Oct,6,12:22:07.3,-1:11:52,5.452160
Oct,7,12:22:54.8,-1:16:57,5.452230
Oct,8,12:23:42.3,-1:22:01,5.452290
Oct,9,12:24:29.7,-1:27:05,5.452350
Oct,10,12:25:17.0,-1:32:08,5.452420
Oct,11,12:26:04.3,-1:37:10,5.452480
Oct,12,12:26:51.6,-1:42:12,5.452540
Oct,13,12:27:38.7,-1:47:13,5.452600
Oct,14,12:28:25.8,-1:52:13,5.452670
Oct,15,12:29:12.9,-1:57:13,5.452730
Oct,16,12:29:59.8,-2:02:12,5.452790
Oct,17,12:30:46.7,-2:07:10,5.452850
Oct,18,12:31:33.5,-2:12:07,5.452910
Oct,19,12:32:20.2,-2:17:03,5.452960
Oct,20,12:33:06.8,-2:21:58,5.453020
Oct,21,12:33:53.3,-2:26:52,5.453080
Oct,22,12:34:39.8,-2:31:45,5.453140
Oct,23,12:35:26.1,-2:36:38,5.453200
Oct,24,12:36:12.3,-2:41:29,5.453250
Oct,25,12:36:58.3,-2:46:19,5.453310
Oct,26,12:37:44.3,-2:51:08,5.453360
Oct,27,12:38:30.1,-2:55:56,5.453420
Oct,28,12:39:15.8,-3:00:42,5.453470
Oct,29,12:40:01.4,-3:05:28,5.453530
Oct,30,12:40:46.8,-3:10:12,5.453580
Oct,31,12:41:32.1,-3:14:54,5.453630
Nov,1,12:42:17.2,-3:19:36,5.453690
Nov,2,12:43:02.1,-3:24:16,5.453740
Nov,3,12:43:46.9,-3:28:54,5.453790
Nov,4,12:44:31.5,-3:33:31,5.453840
Nov,5,12:45:15.9,-3:38:07,5.453890
Nov,6,12:46:00.2,-3:42:41,5.453940
Nov,7,12:46:44.2,-3:47:13,5.453990
Nov,8,12:47:28.0,-3:51:44,5.454040
Nov,9,12:48:11.7,-3:56:13,5.454090
Nov,10,12:48:55.1,-4:00:40,5.454140
Nov,11,12:49:38.4,-4:05:06,5.454190
Nov,12,12:50:21.4,-4:09:30,5.454230
Nov,13,12:51:04.2,-4:13:52,5.454280
Nov,14,12:51:46.7,-4:18:12,5.454330
Nov,15,12:52:29.1,-4:22:31,5.454370
Nov,16,12:53:11.2,-4:26:47,5.454420
Nov,17,12:53:53.0,-4:31:02,5.454460
Nov,18,12:54:34.6,-4:35:15,5.454510
Nov,19,12:55:16.0,-4:39:25,5.454550
Nov,20,12:55:57.1,-4:43:34,5.454590
Nov,21,12:56:37.9,-4:47:41,5.454640
Nov,22,12:57:18.5,-4:51:45,5.454680
Nov,23,12:57:58.8,-4:55:48,5.454720
Nov,24,12:58:38.8,-4:59:48,5.454760
Nov,25,12:59:18.5,-5:03:46,5.454800
Nov,26,12:59:57.9,-5:07:42,5.454850
Nov,27,13:00:37.0,-5:11:35,5.454890
Nov,28,13:01:15.7,-5:15:26,5.454920
Nov,29,13:01:54.2,-5:19:15,5.454960
Nov,30,13:02:32.3,-5:23:01,5.455000
Dec,1,13:03:10.1,-5:26:45,5.455040
Dec,2,13:03:47.6,-5:30:27,5.455080
Dec,3,13:04:24.7,-5:34:06,5.455120
Dec,4,13:05:01.4,-5:37:42,5.455150
Dec,5,13:05:37.8,-5:41:16,5.455190
Dec,6,13:06:13.8,-5:44:47,5.455220
Dec,7,13:06:49.5,-5:48:15,5.455260
Dec,8,13:07:24.7,-5:51:41,5.455290
Dec,9,13:07:59.6,-5:55:04,5.455330
Dec,10,13:08:34.1,-5:58:24,5.455360
Dec,11,13:09:08.2,-6:01:41,5.455400
Dec,12,13:09:41.8,-6:04:56,5.455430
Dec,13,13:10:15.1,-6:08:07,5.455460
Dec,14,13:10:48.0,-6:11:16,5.455490
Dec,15,13:11:20.4,-6:14:22,5.455520
Dec,16,13:11:52.4,-6:17:25,5.455550
Dec,17,13:12:23.9,-6:20:25,5.455580
Dec,18,13:12:55.1,-6:23:22,5.455610
Dec,19,13:13:25.7,-6:26:16,5.455640
Dec,20,13:13:55.9,-6:29:06,5.455670
Dec,21,13:14:25.6,-6:31:54,5.455700
Dec,22,13:14:54.9,-6:34:38,5.455730
Dec,23,13:15:23.7,-6:37:19,5.455760
Dec,24,13:15:52.0,-6:39:57,5.455780
Dec,25,13:16:19.7,-6:42:32,5.455810
Dec,26,13:16:47.0,-6:45:03,5.455840
Dec,27,13:17:13.8,-6:47:31,5.455860
Dec,28,13:17:40.0,-6:49:56,5.455890
Dec,29,13:18:05.7,-6:52:17,5.455910
Dec,30,13:18:30.9,-6:54:34,5.455940
Dec,31,13:18:55.6,-6:56:48,5.455960
