month, day, ra, dec, radius
Apr,4,19:28:05.4,-21:52:10,5.213320
Apr,5,19:28:31.6,-21:51:22,5.212950
Apr,6,19:28:57.1,-21:50:35,5.212590
Apr,7,19:29:22.0,-21:49:48,5.212220
Apr,8,19:29:46.1,-21:49:04,5.211850
Apr,9,19:30:09.6,-21:48:20,5.211480
Apr,10,19:30:32.3,-21:47:38,5.211110
Apr,11,19:30:54.4,-21:46:57,5.210740
Apr,12,19:31:15.8,-21:46:18,5.210380
Apr,13,19:31:36.4,-21:45:40,5.210010
Apr,14,19:31:56.3,-21:45:03,5.209640
Apr,15,19:32:15.5,-21:44:28,5.209270
Apr,16,19:32:34.0,-21:43:54,5.208900
Apr,17,19:32:51.7,-21:43:22,5.208530
Apr,18,19:33:08.8,-21:42:52,5.208170
Apr,19,19:33:25.0,-21:42:23,5.207800
Apr,20,19:33:40.6,-21:41:55,5.207430
Apr,21,19:33:55.4,-21:41:30,5.207060
Apr,22,19:34:09.4,-21:41:05,5.206690
Apr,23,19:34:22.7,-21:40:43,5.206320
Apr,24,19:34:35.2,-21:40:22,5.205950
Apr,25,19:34:46.9,-21:40:03,5.205590
Apr,26,19:34:57.9,-21:39:46,5.205220
Apr,27,19:35:08.1,-21:39:30,5.204850
Apr,28,19:35:17.5,-21:39:17,5.204480
Apr,29,19:35:26.2,-21:39:05,5.204110
Apr,30,19:35:34.0,-21:38:55,5.203740
May,1,19:35:41.1,-21:38:46,5.203370
May,2,19:35:47.3,-21:38:40,5.203000
May,3,19:35:52.8,-21:38:35,5.202640
May,4,19:35:57.4,-21:38:32,5.202270
May,5,19:36:01.3,-21:38:32,5.201900
May,6,19:36:04.3,-21:38:33,5.201530
May,7,19:36:06.6,-21:38:35,5.201160
May,8,19:36:08.0,-21:38:40,5.200790
May,9,19:36:08.6,-21:38:47,5.200420
May,10,19:36:08.5,-21:38:56,5.200050
May,11,19:36:07.5,-21:39:06,5.199680
May,12,19:36:05.7,-21:39:18,5.199310
May,13,19:36:03.1,-21:39:33,5.198940
May,14,19:35:59.7,-21:39:49,5.198580
May,15,19:35:55.6,-21:40:07,5.198210
May,16,19:35:50.6,-21:40:27,5.197840
May,17,19:35:44.8,-21:40:48,5.197470
May,18,19:35:38.3,-21:41:12,5.197100
May,19,19:35:30.9,-21:41:37,5.196730
May,20,19:35:22.8,-21:42:04,5.196360
May,21,19:35:13.9,-21:42:33,5.195990
May,22,19:35:04.2,-21:43:04,5.195620
May,23,19:34:53.7,-21:43:36,5.195250
May,24,19:34:42.5,-21:44:10,5.194880
May,25,19:34:30.5,-21:44:46,5.194510
May,26,19:34:17.8,-21:45:23,5.194140
May,27,19:34:04.2,-21:46:02,5.193770
May,28,19:33:50.0,-21:46:43,5.193400
May,29,19:33:35.0,-21:47:26,5.193040
May,30,19:33:19.2,-21:48:10,5.192670
May,31,19:33:02.7,-21:48:55,5.192300
Jun,1,19:32:45.5,-21:49:42,5.191930
Jun,2,19:32:27.6,-21:50:31,5.191560
Jun,3,19:32:09.0,-21:51:21,5.191190
Jun,4,19:31:49.7,-21:52:12,5.190820
Jun,5,19:31:29.7,-21:53:05,5.190450
Jun,6,19:31:09.1,-21:53:59,5.190080
Jun,7,19:30:47.8,-21:54:54,5.189710
Jun,8,19:30:25.8,-21:55:50,5.189340
Jun,9,19:30:03.3,-21:56:48,5.188970
Jun,10,19:29:40.1,-21:57:47,5.188600
Jun,11,19:29:16.3,-21:58:47,5.188230
Jun,12,19:28:52.0,-21:59:47,5.187860
Jun,13,19:28:27.1,-22:00:49,5.187490
Jun,14,19:28:01.6,-22:01:52,5.187120
Jun,15,19:27:35.6,-22:02:56,5.186760
Jun,16,19:27:09.1,-22:04:00,5.186390
Jun,17,19:26:42.1,-22:05:05,5.186020
Jun,18,19:26:14.6,-22:06:11,5.185650
Jun,19,19:25:46.6,-22:07:17,5.185280
Jun,20,19:25:18.2,-22:08:24,5.184910
Jun,21,19:24:49.3,-22:09:32,5.184540
Jun,22,19:24:20.0,-22:10:40,5.184170
Jun,23,19:23:50.4,-22:11:48,5.183800
Jun,24,19:23:20.3,-22:12:57,5.183430
Jun,25,19:22:49.9,-22:14:06,5.183060
Jun,26,19:22:19.2,-22:15:16,5.182690
Jun,27,19:21:48.1,-22:16:26,5.182320
Jun,28,19:21:16.8,-22:17:35,5.181950
Jun,29,19:20:45.1,-22:18:45,5.181580
Jun,30,19:20:13.3,-22:19:56,5.181220
Jul,1,19:19:41.1,-22:21:06,5.180850
Jul,2,19:19:08.8,-22:22:16,5.180480
Jul,3,19:18:36.3,-22:23:26,5.180110
Jul,4,19:18:03.6,-22:24:35,5.179740
Jul,5,19:17:30.9,-22:25:45,5.179370
Jul,6,19:16:58.0,-22:26:54,5.179000
Jul,7,19:16:25.0,-22:28:03,5.178630
Jul,8,19:15:51.9,-22:29:12,5.178260
Jul,9,19:15:18.9,-22:30:20,5.177890
Jul,10,19:14:45.8,-22:31:27,5.177520
Jul,11,19:14:12.7,-22:32:35,5.177160
Jul,12,19:13:39.7,-22:33:41,5.176790
Jul,13,19:13:06.7,-22:34:47,5.176420
Jul,14,19:12:33.8,-22:35:53,5.176050
Jul,15,19:12:01.0,-22:36:57,5.175680
Jul,16,19:11:28.4,-22:38:01,5.175310
Jul,17,19:10:55.9,-22:39:04,5.174940
Jul,18,19:10:23.5,-22:40:07,5.174570
Jul,19,19:09:51.4,-22:41:08,5.174200
Jul,20,19:09:19.5,-22:42:09,5.173840
Jul,21,19:08:47.8,-22:43:09,5.173470
Jul,22,19:08:16.4,-22:44:08,5.173100
Jul,23,19:07:45.3,-22:45:06,5.172730
Jul,24,19:07:14.5,-22:46:04,5.172360
Jul,25,19:06:44.0,-22:47:00,5.171990
Jul,26,19:06:13.8,-22:47:55,5.171620
Jul,27,19:05:44.0,-22:48:49,5.171260
Jul,28,19:05:14.6,-22:49:42,5.170890
Jul,29,19:04:45.6,-22:50:35,5.170520
Jul,30,19:04:17.1,-22:51:26,5.170150
Jul,31,19:03:49.0,-22:52:16,5.169780
Aug,1,19:03:21.4,-22:53:05,5.169410
Aug,2,19:02:54.3,-22:53:52,5.169050
Aug,3,19:02:27.6,-22:54:39,5.168680
Aug,4,19:02:01.6,-22:55:25,5.168310
Aug,5,19:01:36.0,-22:56:09,5.167940
Aug,6,19:01:11.1,-22:56:52,5.167570
Aug,7,19:00:46.7,-22:57:34,5.167210
Aug,8,19:00:22.9,-22:58:15,5.166840
Aug,9,18:59:59.8,-22:58:54,5.166470
Aug,10,18:59:37.3,-22:59:33,5.166100
Aug,11,18:59:15.4,-23:00:10,5.165730
Aug,12,18:58:54.1,-23:00:46,5.165370
Aug,13,18:58:33.6,-23:01:21,5.165000
Aug,14,18:58:13.7,-23:01:55,5.164630
Aug,15,18:57:54.5,-23:02:27,5.164260
Aug,16,18:57:36.0,-23:02:58,5.163900
Aug,17,18:57:18.2,-23:03:28,5.163530
Aug,18,18:57:01.2,-23:03:57,5.163160
Aug,19,18:56:44.8,-23:04:25,5.162790
Aug,20,18:56:29.3,-23:04:52,5.162430
Aug,21,18:56:14.4,-23:05:17,5.162060
Aug,22,18:56:00.3,-23:05:41,5.161690
Aug,23,18:55:47.0,-23:06:04,5.161320
Aug,24,18:55:34.5,-23:06:26,5.160960
Aug,25,18:55:22.7,-23:06:47,5.160590
Aug,26,18:55:11.7,-23:07:07,5.160220
Aug,27,18:55:01.5,-23:07:25,5.159860
Aug,28,18:54:52.1,-23:07:42,5.159490
Aug,29,18:54:43.6,-23:07:59,5.159120
Aug,30,18:54:35.8,-23:08:13,5.158760
Aug,31,18:54:28.9,-23:08:27,5.158390
Sep,1,18:54:22.8,-23:08:40,5.158020
Sep,2,18:54:17.5,-23:08:51,5.157660
Sep,3,18:54:13.0,-23:09:02,5.157290
Sep,4,18:54:09.4,-23:09:11,5.156920
Sep,5,18:54:06.6,-23:09:19,5.156560
Sep,6,18:54:04.7,-23:09:26,5.156190
Sep,7,18:54:03.5,-23:09:32,5.155830
Sep,8,18:54:03.2,-23:09:37,5.155460
Sep,9,18:54:03.8,-23:09:40,5.155090
Sep,10,18:54:05.2,-23:09:42,5.154730
Sep,11,18:54:07.4,-23:09:44,5.154360
Sep,12,18:54:10.4,-23:09:44,5.154000
Sep,13,18:54:14.3,-23:09:43,5.153630
Sep,14,18:54:19.0,-23:09:41,5.153270
Sep,15,18:54:24.5,-23:09:37,5.152900
Sep,16,18:54:30.9,-23:09:33,5.152530
Sep,17,18:54:38.0,-23:09:28,5.152170
Sep,18,18:54:46.0,-23:09:21,5.151800
Sep,19,18:54:54.8,-23:09:13,5.151440
Sep,20,18:55:04.4,-23:09:05,5.151070
Sep,21,18:55:14.8,-23:08:55,5.150710
Sep,22,18:55:26.0,-23:08:43,5.150340
Sep,23,18:55:38.0,-23:08:31,5.149980
Sep,24,18:55:50.8,-23:08:18,5.149610
Sep,25,18:56:04.4,-23:08:03,5.149250
Sep,26,18:56:18.8,-23:07:47,5.148890
Sep,27,18:56:33.9,-23:07:30,5.148520
Sep,28,18:56:49.9,-23:07:12,5.148160
Sep,29,18:57:06.6,-23:06:53,5.147790
Sep,30,18:57:24.2,-23:06:33,5.147430
Oct,1,18:57:42.4,-23:06:11,5.147060
Oct,2,18:58:01.5,-23:05:48,5.146700
Oct,3,18:58:21.3,-23:05:24,5.146340
Oct,4,18:58:41.9,-23:04:58,5.145970
Oct,5,18:59:03.1,-23:04:32,5.145610
Oct,6,18:59:25.2,-23:04:04,5.145240
Oct,7,18:59:47.9,-23:03:35,5.144880
Oct,8,19:00:11.4,-23:03:04,5.144520
Oct,9,19:00:35.6,-23:02:33,5.144150
Oct,10,19:01:00.5,-23:02:00,5.143790
Oct,11,19:01:26.1,-23:01:25,5.143430
Oct,12,19:01:52.4,-23:00:50,5.143070
Oct,13,19:02:19.4,-23:00:13,5.142700
Oct,14,19:02:47.0,-22:59:35,5.142340
Oct,15,19:03:15.4,-22:58:55,5.141980
Oct,16,19:03:44.3,-22:58:15,5.141610
Oct,17,19:04:14.0,-22:57:32,5.141250
Oct,18,19:04:44.3,-22:56:49,5.140890
Oct,19,19:05:15.2,-22:56:04,5.140530
Oct,20,19:05:46.8,-22:55:18,5.140160
Oct,21,19:06:19.0,-22:54:30,5.139800
Oct,22,19:06:51.8,-22:53:41,5.139440
Oct,23,19:07:25.2,-22:52:51,5.139080
Oct,24,19:07:59.2,-22:51:59,5.138720
Oct,25,19:08:33.9,-22:51:06,5.138360
Oct,26,19:09:09.1,-22:50:11,5.137990
Oct,27,19:09:45.0,-22:49:15,5.137630
Oct,28,19:10:21.4,-22:48:17,5.137270
Oct,29,19:10:58.4,-22:47:18,5.136910
Oct,30,19:11:35.9,-22:46:17,5.136550
Oct,31,19:12:14.0,-22:45:15,5.136190
Nov,1,19:12:52.7,-22:44:11,5.135830
Nov,2,19:13:31.8,-22:43:06,5.135470
Nov,3,19:14:11.6,-22:41:59,5.135110
Nov,4,19:14:51.8,-22:40:50,5.134750
Nov,5,19:15:32.6,-22:39:40,5.134390
Nov,6,19:16:13.8,-22:38:29,5.134030
Nov,7,19:16:55.6,-22:37:16,5.133660
Nov,8,19:17:37.9,-22:36:01,5.133300
Nov,9,19:18:20.6,-22:34:45,5.132950
Nov,10,19:19:03.8,-22:33:27,5.132590
Nov,11,19:19:47.5,-22:32:07,5.132230
Nov,12,19:20:31.6,-22:30:46,5.131870
Nov,13,19:21:16.2,-22:29:23,5.131510
Nov,14,19:22:01.2,-22:27:59,5.131150
Nov,15,19:22:46.6,-22:26:33,5.130790
Nov,16,19:23:32.5,-22:25:06,5.130430
Nov,17,19:24:18.8,-22:23:36,5.130070
Nov,18,19:25:05.5,-22:22:05,5.129710
Nov,19,19:25:52.6,-22:20:33,5.129350
Nov,20,19:26:40.2,-22:18:58,5.129000
Nov,21,19:27:28.1,-22:17:22,5.128640
Nov,22,19:28:16.4,-22:15:45,5.128280
Nov,23,19:29:05.1,-22:14:05,5.127920
Nov,24,19:29:54.1,-22:12:24,5.127560
Nov,25,19:30:43.6,-22:10:41,5.127210
Nov,26,19:31:33.3,-22:08:57,5.126850
Nov,27,19:32:23.5,-22:07:10,5.126490
Nov,28,19:33:14.0,-22:05:22,5.126130
Nov,29,19:34:04.8,-22:03:33,5.125780
Nov,30,19:34:55.9,-22:01:41,5.125420
Dec,1,19:35:47.4,-21:59:48,5.125060
Dec,2,19:36:39.1,-21:57:53,5.124710
Dec,3,19:37:31.2,-21:55:56,5.124350
Dec,4,19:38:23.6,-21:53:58,5.123990
Dec,5,19:39:16.2,-21:51:58,5.123640
Dec,6,19:40:09.1,-21:49:56,5.123280
Dec,7,19:41:02.3,-21:47:52,5.122920
Dec,8,19:41:55.8,-21:45:47,5.122570
Dec,9,19:42:49.5,-21:43:40,5.122210
Dec,10,19:43:43.5,-21:41:31,5.121860
Dec,11,19:44:37.7,-21:39:21,5.121500
Dec,12,19:45:32.2,-21:37:09,5.121150
Dec,13,19:46:26.9,-21:34:55,5.120790
Dec,14,19:47:21.8,-21:32:39,5.120440
Dec,15,19:48:16.9,-21:30:22,5.120080
Dec,16,19:49:12.2,-21:28:03,5.119730
Dec,17,19:50:07.8,-21:25:43,5.119370
Dec,18,19:51:03.5,-21:23:20,5.119020
Dec,19,19:51:59.4,-21:20:56,5.118660
Dec,20,19:52:55.6,-21:18:31,5.118310
Dec,21,19:53:51.9,-21:16:03,5.117960
Dec,22,19:54:48.4,-21:13:34,5.117600
Dec,23,19:55:45.0,-21:11:03,5.117250
Dec,24,19:56:41.8,-21:08:31,5.116890
Dec,25,19:57:38.8,-21:05:57,5.116540
Dec,26,19:58:35.9,-21:03:21,5.116190
Dec,27,19:59:33.2,-21:00:44,5.115840
Dec,28,20:00:30.6,-20:58:05,5.115480
Dec,29,20:01:28.1,-20:55:24,5.115130
Dec,30,20:02:25.8,-20:52:42,5.114780
Dec,31,20:03:23.5,-20:49:58,5.114430
