month, day, ra, dec, radius
Feb,27,0:42:49.7,+3:23:42,4.951430
Feb,28,0:43:38.8,+3:29:02,4.951450
Mar,1,0:44:28.1,+3:34:22,4.951470
Mar,2,0:45:17.6,+3:39:44,4.951490
Mar,3,0:46:07.4,+3:45:06,4.951520
Mar,4,0:46:57.3,+3:50:29,4.951540
Mar,5,0:47:47.4,+3:55:53,4.951570
Mar,6,0:48:37.7,+4:01:17,4.951590
Mar,7,0:49:28.2,+4:06:42,4.951620
Mar,8,0:50:18.9,+4:12:08,4.951650
Mar,9,0:51:09.7,+4:17:34,4.951680
Mar,10,0:52:00.8,+4:23:02,4.951700
Mar,11,0:52:52.0,+4:28:29,4.951730
Mar,12,0:53:43.3,+4:33:57,4.951760
Mar,13,0:54:34.8,+4:39:26,4.951790
Mar,14,0:55:26.5,+4:44:55,4.951820
Mar,15,0:56:18.3,+4:50:24,4.951850
Mar,16,0:57:10.3,+4:55:54,4.951880
Mar,17,0:58:02.4,+5:01:24,4.951920
Mar,18,0:58:54.7,+5:06:55,4.951950
Mar,19,0:59:47.0,+5:12:25,4.951980
Mar,20,1:00:39.6,+5:17:56,4.952020
Mar,21,1:01:32.2,+5:23:27,4.952050
Mar,22,1:02:24.9,+5:28:59,4.952090
Mar,23,1:03:17.8,+5:34:30,4.952120
Mar,24,1:04:10.8,+5:40:01,4.952160
Mar,25,1:05:03.8,+5:45:33,4.952200
Mar,26,1:05:57.0,+5:51:04,4.952230
Mar,27,1:06:50.2,+5:56:35,4.952270
Mar,28,1:07:43.6,+6:02:07,4.952310
Mar,29,1:08:37.0,+6:07:38,4.952350
Mar,30,1:09:30.5,+6:13:09,4.952390
Mar,31,1:10:24.1,+6:18:39,4.952430
Apr,1,1:11:17.7,+6:24:10,4.952470
Apr,2,1:12:11.4,+6:29:40,4.952510
Apr,3,1:13:05.2,+6:35:09,4.952550
Apr,4,1:13:59.0,+6:40:39,4.952600
Apr,5,1:14:52.9,+6:46:08,4.952640
Apr,6,1:15:46.8,+6:51:36,4.952680
Apr,7,1:16:40.7,+6:57:05,4.952730
Apr,8,1:17:34.7,+7:02:32,4.952770
Apr,9,1:18:28.8,+7:08:00,4.952820
Apr,10,1:19:22.9,+7:13:26,4.952870
Apr,11,1:20:17.0,+7:18:53,4.952910
Apr,12,1:21:11.1,+7:24:18,4.952960
Apr,13,1:22:05.2,+7:29:43,4.953010
Apr,14,1:22:59.4,+7:35:08,4.953060
Apr,15,1:23:53.6,+7:40:31,4.953100
Apr,16,1:24:47.8,+7:45:54,4.953150
Apr,17,1:25:42.0,+7:51:17,4.953200
Apr,18,1:26:36.2,+7:56:38,4.953260
Apr,19,1:27:30.4,+8:01:59,4.953310
Apr,20,1:28:24.6,+8:07:19,4.953360
Apr,21,1:29:18.8,+8:12:38,4.953410
Apr,22,1:30:12.9,+8:17:56,4.953460
Apr,23,1:31:07.0,+8:23:13,4.953520
Apr,24,1:32:01.1,+8:28:29,4.953570
Apr,25,1:32:55.2,+8:33:44,4.953630
Apr,26,1:33:49.2,+8:38:58,4.953680
Apr,27,1:34:43.2,+8:44:11,4.953740
Apr,28,1:35:37.1,+8:49:23,4.953800
Apr,29,1:36:31.0,+8:54:34,4.953850
Apr,30,1:37:24.8,+8:59:43,4.953910
May,1,1:38:18.6,+9:04:52,4.953970
May,2,1:39:12.3,+9:09:59,4.954030
May,3,1:40:05.9,+9:15:05,4.954090
May,4,1:40:59.5,+9:20:10,4.954150
May,5,1:41:52.9,+9:25:13,4.954210
May,6,1:42:46.3,+9:30:15,4.954270
May,7,1:43:39.7,+9:35:16,4.954330
May,8,1:44:32.9,+9:40:16,4.954390
May,9,1:45:26.0,+9:45:14,4.954460
May,10,1:46:19.1,+9:50:10,4.954520
May,11,1:47:12.0,+9:55:06,4.954580
May,12,1:48:04.8,+10:00:00,4.954650
May,13,1:48:57.6,+10:04:52,4.954710
May,14,1:49:50.2,+10:09:43,4.954780
May,15,1:50:42.7,+10:14:33,4.954850
May,16,1:51:35.1,+10:19:21,4.954910
May,17,1:52:27.3,+10:24:07,4.954980
May,18,1:53:19.4,+10:28:52,4.955050
May,19,1:54:11.4,+10:33:35,4.955120
May,20,1:55:03.2,+10:38:16,4.955190
May,21,1:55:54.9,+10:42:56,4.955260
May,22,1:56:46.4,+10:47:34,4.955330
May,23,1:57:37.8,+10:52:10,4.955400
May,24,1:58:29.0,+10:56:44,4.955470
May,25,1:59:20.0,+11:01:17,4.955540
May,26,2:00:10.8,+11:05:48,4.955610
May,27,2:01:01.5,+11:10:17,4.955690
May,28,2:01:51.9,+11:14:44,4.955760
May,29,2:02:42.2,+11:19:09,4.955830
May,30,2:03:32.3,+11:23:33,4.955910
May,31,2:04:22.1,+11:27:54,4.955980
Jun,1,2:05:11.8,+11:32:13,4.956060
Jun,2,2:06:01.3,+11:36:31,4.956140
Jun,3,2:06:50.5,+11:40:46,4.956210
Jun,4,2:07:39.5,+11:45:00,4.956290
Jun,5,2:08:28.3,+11:49:12,4.956370
Jun,6,2:09:16.9,+11:53:21,4.956450
Jun,7,2:10:05.2,+11:57:28,4.956530
Jun,8,2:10:53.3,+12:01:34,4.956610
Jun,9,2:11:41.1,+12:05:37,4.956690
Jun,10,2:12:28.7,+12:09:38,4.956770
Jun,11,2:13:16.1,+12:13:37,4.956850
Jun,12,2:14:03.1,+12:17:34,4.956940
Jun,13,2:14:49.9,+12:21:29,4.957020
Jun,14,2:15:36.5,+12:25:21,4.957100
Jun,15,2:16:22.7,+12:29:12,4.957190
Jun,16,2:17:08.7,+12:33:00,4.957270
Jun,17,2:17:54.3,+12:36:45,4.957360
Jun,18,2:18:39.7,+12:40:29,4.957440
Jun,19,2:19:24.7,+12:44:10,4.957530
Jun,20,2:20:09.4,+12:47:49,4.957610
Jun,21,2:20:53.8,+12:51:25,4.957700
Jun,22,2:21:37.9,+12:54:59,4.957790
Jun,23,2:22:21.6,+12:58:30,4.957880
Jun,24,2:23:05.0,+13:01:59,4.957970
Jun,25,2:23:48.0,+13:05:26,4.958060
Jun,26,2:24:30.7,+13:08:50,4.958150
Jun,27,2:25:13.0,+13:12:12,4.958240
Jun,28,2:25:55.0,+13:15:31,4.958330
Jun,29,2:26:36.6,+13:18:47,4.958420
Jun,30,2:27:17.8,+13:22:02,4.958510
Jul,1,2:27:58.6,+13:25:13,4.958610
Jul,2,2:28:39.0,+13:28:22,4.958700
Jul,3,2:29:19.0,+13:31:29,4.958790
Jul,4,2:29:58.7,+13:34:32,4.958890
Jul,5,2:30:37.9,+13:37:34,4.958990
Jul,6,2:31:16.7,+13:40:32,4.959080
Jul,7,2:31:55.1,+13:43:28,4.959180
Jul,8,2:32:33.0,+13:46:22,4.959270
Jul,9,2:33:10.5,+13:49:12,4.959370
Jul,10,2:33:47.6,+13:52:00,4.959470
Jul,11,2:34:24.2,+13:54:46,4.959570
Jul,12,2:35:00.3,+13:57:28,4.959670
Jul,13,2:35:36.0,+14:00:08,4.959770
Jul,14,2:36:11.2,+14:02:45,4.959870
Jul,15,2:36:45.9,+14:05:19,4.959970
Jul,16,2:37:20.2,+14:07:50,4.960070
Jul,17,2:37:53.9,+14:10:19,4.960170
Jul,18,2:38:27.1,+14:12:45,4.960280
Jul,19,2:38:59.8,+14:15:07,4.960380
Jul,20,2:39:32.0,+14:17:27,4.960480
Jul,21,2:40:03.6,+14:19:44,4.960590
Jul,22,2:40:34.7,+14:21:58,4.960690
Jul,23,2:41:05.2,+14:24:09,4.960800
Jul,24,2:41:35.2,+14:26:17,4.960900
Jul,25,2:42:04.7,+14:28:22,4.961010
Jul,26,2:42:33.5,+14:30:24,4.961120
Jul,27,2:43:01.8,+14:32:23,4.961220
Jul,28,2:43:29.6,+14:34:19,4.961330
Jul,29,2:43:56.7,+14:36:12,4.961440
Jul,30,2:44:23.2,+14:38:02,4.961550
Jul,31,2:44:49.1,+14:39:49,4.961660
Aug,1,2:45:14.5,+14:41:33,4.961770
Aug,2,2:45:39.2,+14:43:13,4.961880
Aug,3,2:46:03.3,+14:44:51,4.961990
Aug,4,2:46:26.8,+14:46:26,4.962100
Aug,5,2:46:49.6,+14:47:57,4.962220
Aug,6,2:47:11.8,+14:49:26,4.962330
Aug,7,2:47:33.3,+14:50:51,4.962440
Aug,8,2:47:54.2,+14:52:13,4.962560
Aug,9,2:48:14.4,+14:53:32,4.962670
Aug,10,2:48:33.9,+14:54:47,4.962790
Aug,11,2:48:52.8,+14:56:00,4.962900
Aug,12,2:49:10.9,+14:57:09,4.963020
Aug,13,2:49:28.4,+14:58:15,4.963140
Aug,14,2:49:45.1,+14:59:17,4.963250
Aug,15,2:50:01.2,+15:00:16,4.963370
Aug,16,2:50:16.5,+15:01:12,4.963490
Aug,17,2:50:31.1,+15:02:05,4.963610
Aug,18,2:50:45.0,+15:02:54,4.963730
Aug,19,2:50:58.1,+15:03:40,4.963850
Aug,20,2:51:10.5,+15:04:22,4.963970
Aug,21,2:51:22.2,+15:05:02,4.964090
Aug,22,2:51:33.1,+15:05:37,4.964210
Aug,23,2:51:43.2,+15:06:10,4.964340
Aug,24,2:51:52.6,+15:06:39,4.964460
Aug,25,2:52:01.2,+15:07:05,4.964580
Aug,26,2:52:09.1,+15:07:27,4.964710
Aug,27,2:52:16.2,+15:07:46,4.964830
Aug,28,2:52:22.5,+15:08:01,4.964960
Aug,29,2:52:28.0,+15:08:14,4.965080
Aug,30,2:52:32.8,+15:08:22,4.965210
Aug,31,2:52:36.8,+15:08:28,4.965340
Sep,1,2:52:40.0,+15:08:30,4.965460
Sep,2,2:52:42.4,+15:08:28,4.965590
Sep,3,2:52:44.1,+15:08:24,4.965720
Sep,4,2:52:44.9,+15:08:15,4.965850
Sep,5,2:52:44.9,+15:08:04,4.965980
Sep,6,2:52:44.2,+15:07:49,4.966110
Sep,7,2:52:42.6,+15:07:30,4.966240
Sep,8,2:52:40.3,+15:07:08,4.966370
Sep,9,2:52:37.1,+15:06:43,4.966500
Sep,10,2:52:33.1,+15:06:14,4.966630
Sep,11,2:52:28.4,+15:05:42,4.966770
Sep,12,2:52:22.8,+15:05:06,4.966900
Sep,13,2:52:16.5,+15:04:27,4.967030
Sep,14,2:52:09.3,+15:03:45,4.967170
Sep,15,2:52:01.3,+15:02:59,4.967300
Sep,16,2:51:52.6,+15:02:10,4.967440
Sep,17,2:51:43.1,+15:01:17,4.967580
Sep,18,2:51:32.8,+15:00:21,4.967710
Sep,19,2:51:21.7,+14:59:22,4.967850
Sep,20,2:51:09.8,+14:58:20,4.967990
Sep,21,2:50:57.2,+14:57:14,4.968120
Sep,22,2:50:43.9,+14:56:05,4.968260
Sep,23,2:50:29.8,+14:54:53,4.968400
Sep,24,2:50:14.9,+14:53:38,4.968540
Sep,25,2:49:59.3,+14:52:20,4.968680
Sep,26,2:49:43.0,+14:50:59,4.968820
Sep,27,2:49:26.0,+14:49:35,4.968960
Sep,28,2:49:08.3,+14:48:07,4.969110
Sep,29,2:48:49.9,+14:46:37,4.969250
Sep,30,2:48:30.9,+14:45:04,4.969390
Oct,1,2:48:11.1,+14:43:28,4.969540
Oct,2,2:47:50.7,+14:41:49,4.969680
Oct,3,2:47:29.7,+14:40:08,4.969820
Oct,4,2:47:08.0,+14:38:24,4.969970
Oct,5,2:46:45.7,+14:36:37,4.970110
Oct,6,2:46:22.7,+14:34:47,4.970260
Oct,7,2:45:59.2,+14:32:55,4.970410
Oct,8,2:45:35.1,+14:31:00,4.970550
Oct,9,2:45:10.5,+14:29:03,4.970700
Oct,10,2:44:45.3,+14:27:04,4.970850
Oct,11,2:44:19.5,+14:25:02,4.971000
Oct,12,2:43:53.3,+14:22:58,4.971150
Oct,13,2:43:26.5,+14:20:52,4.971300
Oct,14,2:42:59.3,+14:18:44,4.971450
Oct,15,2:42:31.6,+14:16:34,4.971600
Oct,16,2:42:03.5,+14:14:22,4.971750
Oct,17,2:41:35.0,+14:12:08,4.971900
Oct,18,2:41:06.1,+14:09:52,4.972060
Oct,19,2:40:36.8,+14:07:35,4.972210
Oct,20,2:40:07.2,+14:05:17,4.972360
Oct,21,2:39:37.3,+14:02:57,4.972520
Oct,22,2:39:07.0,+14:00:35,4.972670
Oct,23,2:38:36.5,+13:58:13,4.972830
Oct,24,2:38:05.8,+13:55:50,4.972980
Oct,25,2:37:34.8,+13:53:25,4.973140
Oct,26,2:37:03.6,+13:51:00,4.973290
Oct,27,2:36:32.2,+13:48:34,4.973450
Oct,28,2:36:00.7,+13:46:07,4.973610
Oct,29,2:35:29.1,+13:43:40,4.973770
Oct,30,2:34:57.3,+13:41:13,4.973930
Oct,31,2:34:25.4,+13:38:45,4.974080
Nov,1,2:33:53.5,+13:36:16,4.974240
Nov,2,2:33:21.5,+13:33:48,4.974400
Nov,3,2:32:49.5,+13:31:20,4.974570
Nov,4,2:32:17.6,+13:28:52,4.974730
Nov,5,2:31:45.6,+13:26:24,4.974890
Nov,6,2:31:13.7,+13:23:56,4.975050
Nov,7,2:30:41.9,+13:21:29,4.975210
Nov,8,2:30:10.2,+13:19:02,4.975380
Nov,9,2:29:38.6,+13:16:37,4.975540
Nov,10,2:29:07.2,+13:14:12,4.975710
Nov,11,2:28:36.0,+13:11:48,4.975870
Nov,12,2:28:05.0,+13:09:25,4.976040
Nov,13,2:27:34.2,+13:07:03,4.976200
Nov,14,2:27:03.6,+13:04:43,4.976370
Nov,15,2:26:33.4,+13:02:24,4.976540
Nov,16,2:26:03.4,+13:00:07,4.976700
Nov,17,2:25:33.8,+12:57:52,4.976870
Nov,18,2:25:04.5,+12:55:38,4.977040
Nov,19,2:24:35.6,+12:53:26,4.977210
Nov,20,2:24:07.1,+12:51:17,4.977380
Nov,21,2:23:39.0,+12:49:10,4.977550
Nov,22,2:23:11.4,+12:47:04,4.977720
Nov,23,2:22:44.2,+12:45:02,4.977890
Nov,24,2:22:17.5,+12:43:01,4.978060
Nov,25,2:21:51.2,+12:41:04,4.978230
Nov,26,2:21:25.5,+12:39:09,4.978410
Nov,27,2:21:00.3,+12:37:16,4.978580
Nov,28,2:20:35.6,+12:35:27,4.978750
Nov,29,2:20:11.5,+12:33:40,4.978930
Nov,30,2:19:48.0,+12:31:57,4.979100
Dec,1,2:19:25.1,+12:30:16,4.979280
Dec,2,2:19:02.7,+12:28:39,4.979450
Dec,3,2:18:41.0,+12:27:05,4.979630
Dec,4,2:18:19.9,+12:25:34,4.979800
Dec,5,2:17:59.4,+12:24:06,4.979980
Dec,6,2:17:39.7,+12:22:42,4.980160
Dec,7,2:17:20.5,+12:21:22,4.980340
Dec,8,2:17:02.1,+12:20:05,4.980520
Dec,9,2:16:44.4,+12:18:52,4.980700
Dec,10,2:16:27.3,+12:17:42,4.980870
Dec,11,2:16:11.0,+12:16:36,4.981050
Dec,12,2:15:55.5,+12:15:34,4.981240
Dec,13,2:15:40.6,+12:14:36,4.981420
Dec,14,2:15:26.5,+12:13:42,4.981600
Dec,15,2:15:13.2,+12:12:52,4.981780
Dec,16,2:15:00.6,+12:12:06,4.981960
Dec,17,2:14:48.8,+12:11:24,4.982150
Dec,18,2:14:37.8,+12:10:46,4.982330
Dec,19,2:14:27.6,+12:10:12,4.982510
Dec,20,2:14:18.1,+12:09:43,4.982700
Dec,21,2:14:09.5,+12:09:17,4.982880
Dec,22,2:14:01.6,+12:08:56,4.983070
Dec,23,2:13:54.5,+12:08:39,4.983260
Dec,24,2:13:48.3,+12:08:25,4.983440
Dec,25,2:13:42.8,+12:08:17,4.983630
Dec,26,2:13:38.1,+12:08:12,4.983820
Dec,27,2:13:34.2,+12:08:11,4.984000
Dec,28,2:13:31.2,+12:08:15,4.984190
Dec,29,2:13:28.9,+12:08:23,4.984380
Dec,30,2:13:27.4,+12:08:35,4.984570
Dec,31,2:13:26.8,+12:08:51,4.984760
