month, day, ra, dec, radius
May,4,7:06:25.9,+22:52:00,5.237440
May,5,7:07:06.4,+22:50:59,5.237800
May,6,7:07:47.4,+22:49:57,5.238160
May,7,7:08:28.8,+22:48:53,5.238530
May,8,7:09:10.6,+22:47:48,5.238890
May,9,7:09:52.8,+22:46:41,5.239250
May,10,7:10:35.5,+22:45:33,5.239610
May,11,7:11:18.6,+22:44:24,5.239980
May,12,7:12:02.0,+22:43:13,5.240340
May,13,7:12:45.9,+22:42:01,5.240700
May,14,7:13:30.1,+22:40:48,5.241060
May,15,7:14:14.7,+22:39:33,5.241420
May,16,7:14:59.7,+22:38:16,5.241790
May,17,7:15:45.0,+22:36:58,5.242150
May,18,7:16:30.7,+22:35:39,5.242510
May,19,7:17:16.8,+22:34:18,5.242870
May,20,7:18:03.2,+22:32:56,5.243230
May,21,7:18:49.9,+22:31:32,5.243590
May,22,7:19:37.0,+22:30:07,5.243950
May,23,7:20:24.4,+22:28:40,5.244310
May,24,7:21:12.1,+22:27:12,5.244680
May,25,7:22:00.1,+22:25:42,5.245040
May,26,7:22:48.4,+22:24:11,5.245400
May,27,7:23:37.0,+22:22:39,5.245760
May,28,7:24:25.9,+22:21:04,5.246120
May,29,7:25:15.1,+22:19:29,5.246480
May,30,7:26:04.6,+22:17:52,5.246840
May,31,7:26:54.3,+22:16:13,5.247200
Jun,1,7:27:44.3,+22:14:33,5.247560
Jun,2,7:28:34.6,+22:12:51,5.247920
Jun,3,7:29:25.1,+22:11:08,5.248280
Jun,4,7:30:15.9,+22:09:23,5.248640
Jun,5,7:31:06.8,+22:07:37,5.249000
Jun,6,7:31:58.0,+22:05:49,5.249360
Jun,7,7:32:49.5,+22:04:00,5.249720
Jun,8,7:33:41.1,+22:02:10,5.250070
Jun,9,7:34:32.9,+22:00:18,5.250430
Jun,10,7:35:25.0,+21:58:24,5.250790
Jun,11,7:36:17.2,+21:56:29,5.251150
Jun,12,7:37:09.6,+21:54:32,5.251510
Jun,13,7:38:02.2,+21:52:34,5.251870
Jun,14,7:38:55.0,+21:50:35,5.252230
Jun,15,7:39:48.0,+21:48:34,5.252590
Jun,16,7:40:41.1,+21:46:31,5.252940
Jun,17,7:41:34.4,+21:44:27,5.253300
Jun,18,7:42:27.9,+21:42:22,5.253660
Jun,19,7:43:21.5,+21:40:15,5.254020
Jun,20,7:44:15.2,+21:38:06,5.254370
Jun,21,7:45:09.1,+21:35:57,5.254730
Jun,22,7:46:03.1,+21:33:45,5.255090
Jun,23,7:46:57.3,+21:31:33,5.255450
Jun,24,7:47:51.6,+21:29:18,5.255800
Jun,25,7:48:46.0,+21:27:03,5.256160
Jun,26,7:49:40.5,+21:24:46,5.256520
Jun,27,7:50:35.1,+21:22:27,5.256870
Jun,28,7:51:29.9,+21:20:07,5.257230
Jun,29,7:52:24.7,+21:17:46,5.257590
Jun,30,7:53:19.6,+21:15:24,5.257940
Jul,1,7:54:14.6,+21:13:00,5.258300
Jul,2,7:55:09.7,+21:10:34,5.258660
Jul,3,7:56:04.9,+21:08:08,5.259010
Jul,4,7:57:00.1,+21:05:40,5.259370
Jul,5,7:57:55.4,+21:03:10,5.259720
Jul,6,7:58:50.7,+21:00:40,5.260080
Jul,7,7:59:46.1,+20:58:08,5.260430
Jul,8,8:00:41.5,+20:55:35,5.260790
Jul,9,8:01:37.0,+20:53:00,5.261140
Jul,10,8:02:32.5,+20:50:25,5.261500
Jul,11,8:03:28.0,+20:47:48,5.261850
Jul,12,8:04:23.6,+20:45:09,5.262210
Jul,13,8:05:19.2,+20:42:30,5.262560
Jul,14,8:06:14.8,+20:39:49,5.262920
Jul,15,8:07:10.4,+20:37:08,5.263270
Jul,16,8:08:06.0,+20:34:25,5.263630
Jul,17,8:09:01.6,+20:31:40,5.263980
Jul,18,8:09:57.3,+20:28:55,5.264330
Jul,19,8:10:52.9,+20:26:08,5.264690
Jul,20,8:11:48.5,+20:23:21,5.265040
Jul,21,8:12:44.2,+20:20:32,5.265390
Jul,22,8:13:39.8,+20:17:42,5.265750
Jul,23,8:14:35.3,+20:14:51,5.266100
Jul,24,8:15:30.9,+20:12:00,5.266450
Jul,25,8:16:26.4,+20:09:07,5.266800
Jul,26,8:17:21.9,+20:06:13,5.267160
Jul,27,8:18:17.3,+20:03:18,5.267510
Jul,28,8:19:12.7,+20:00:22,5.267860
Jul,29,8:20:08.0,+19:57:25,5.268210
Jul,30,8:21:03.3,+19:54:27,5.268570
Jul,31,8:21:58.5,+19:51:29,5.268920
Aug,1,8:22:53.6,+19:48:29,5.269270
Aug,2,8:23:48.7,+19:45:29,5.269620
Aug,3,8:24:43.6,+19:42:28,5.269970
Aug,4,8:25:38.5,+19:39:26,5.270320
Aug,5,8:26:33.3,+19:36:23,5.270670
Aug,6,8:27:28.0,+19:33:20,5.271020
Aug,7,8:28:22.6,+19:30:15,5.271370
Aug,8,8:29:17.1,+19:27:10,5.271720
Aug,9,8:30:11.5,+19:24:05,5.272070
Aug,10,8:31:05.8,+19:20:59,5.272420
Aug,11,8:31:59.9,+19:17:52,5.272770
Aug,12,8:32:54.0,+19:14:44,5.273120
Aug,13,8:33:47.9,+19:11:36,5.273470
Aug,14,8:34:41.7,+19:08:27,5.273820
Aug,15,8:35:35.4,+19:05:18,5.274170
Aug,16,8:36:28.9,+19:02:08,5.274520
Aug,17,8:37:22.3,+18:58:58,5.274870
Aug,18,8:38:15.5,+18:55:47,5.275220
Aug,19,8:39:08.6,+18:52:36,5.275570
Aug,20,8:40:01.5,+18:49:24,5.275920
Aug,21,8:40:54.3,+18:46:12,5.276260
Aug,22,8:41:46.9,+18:43:00,5.276610
Aug,23,8:42:39.4,+18:39:48,5.276960
Aug,24,8:43:31.6,+18:36:35,5.277310
Aug,25,8:44:23.7,+18:33:22,5.277660
Aug,26,8:45:15.6,+18:30:08,5.278000
Aug,27,8:46:07.3,+18:26:55,5.278350
Aug,28,8:46:58.8,+18:23:41,5.278700
Aug,29,8:47:50.1,+18:20:28,5.279040
Aug,30,8:48:41.2,+18:17:14,5.279390
Aug,31,8:49:32.0,+18:14:00,5.279740
Sep,1,8:50:22.7,+18:10:47,5.280080
Sep,2,8:51:13.1,+18:07:33,5.280430
Sep,3,8:52:03.3,+18:04:19,5.280770
Sep,4,8:52:53.2,+18:01:06,5.281120
Sep,5,8:53:43.0,+17:57:52,5.281470
Sep,6,8:54:32.4,+17:54:39,5.281810
Sep,7,8:55:21.6,+17:51:26,5.282160
Sep,8,8:56:10.6,+17:48:13,5.282500
Sep,9,8:56:59.3,+17:45:00,5.282850
Sep,10,8:57:47.8,+17:41:48,5.283190
Sep,11,8:58:36.0,+17:38:36,5.283540
Sep,12,8:59:23.9,+17:35:25,5.283880
Sep,13,9:00:11.5,+17:32:14,5.284220
Sep,14,9:00:58.9,+17:29:03,5.284570
Sep,15,9:01:46.0,+17:25:53,5.284910
Sep,16,9:02:32.7,+17:22:43,5.285250
Sep,17,9:03:19.2,+17:19:34,5.285600
Sep,18,9:04:05.4,+17:16:26,5.285940
Sep,19,9:04:51.3,+17:13:18,5.286280
Sep,20,9:05:36.8,+17:10:11,5.286630
Sep,21,9:06:22.0,+17:07:04,5.286970
Sep,22,9:07:06.9,+17:03:59,5.287310
Sep,23,9:07:51.5,+17:00:54,5.287650
Sep,24,9:08:35.7,+16:57:50,5.288000
Sep,25,9:09:19.6,+16:54:47,5.288340
Sep,26,9:10:03.1,+16:51:46,5.288680
Sep,27,9:10:46.3,+16:48:45,5.289020
Sep,28,9:11:29.1,+16:45:45,5.289360
Sep,29,9:12:11.5,+16:42:46,5.289700
Sep,30,9:12:53.5,+16:39:49,5.290040
Oct,1,9:13:35.2,+16:36:52,5.290380
Oct,2,9:14:16.4,+16:33:57,5.290720
Oct,3,9:14:57.3,+16:31:03,5.291060
Oct,4,9:15:37.8,+16:28:11,5.291400
Oct,5,9:16:17.8,+16:25:20,5.291740
Oct,6,9:16:57.5,+16:22:30,5.292080
Oct,7,9:17:36.7,+16:19:42,5.292420
Oct,8,9:18:15.5,+16:16:55,5.292760
Oct,9,9:18:53.9,+16:14:10,5.293100
Oct,10,9:19:31.8,+16:11:26,5.293440
Oct,11,9:20:09.3,+16:08:44,5.293780
Oct,12,9:20:46.4,+16:06:03,5.294120
Oct,13,9:21:23.0,+16:03:25,5.294450
Oct,14,9:21:59.2,+16:00:48,5.294790
Oct,15,9:22:34.8,+15:58:13,5.295130
Oct,16,9:23:10.1,+15:55:40,5.295470
Oct,17,9:23:44.8,+15:53:09,5.295800
Oct,18,9:24:19.0,+15:50:39,5.296140
Oct,19,9:24:52.8,+15:48:12,5.296480
Oct,20,9:25:26.0,+15:45:47,5.296810
Oct,21,9:25:58.8,+15:43:24,5.297150
Oct,22,9:26:31.0,+15:41:03,5.297490
Oct,23,9:27:02.7,+15:38:45,5.297820
Oct,24,9:27:33.9,+15:36:29,5.298160
Oct,25,9:28:04.5,+15:34:15,5.298490
Oct,26,9:28:34.6,+15:32:03,5.298830
Oct,27,9:29:04.1,+15:29:54,5.299160
Oct,28,9:29:33.1,+15:27:48,5.299500
Oct,29,9:30:01.5,+15:25:44,5.299830
Oct,30,9:30:29.3,+15:23:42,5.300170
Oct,31,9:30:56.6,+15:21:43,5.300500
Nov,1,9:31:23.2,+15:19:47,5.300840
Nov,2,9:31:49.3,+15:17:54,5.301170
Nov,3,9:32:14.8,+15:16:03,5.301500
Nov,4,9:32:39.7,+15:14:15,5.301840
Nov,5,9:33:04.0,+15:12:30,5.302170
Nov,6,9:33:27.7,+15:10:47,5.302500
Nov,7,9:33:50.8,+15:09:08,5.302840
Nov,8,9:34:13.2,+15:07:32,5.303170
Nov,9,9:34:35.0,+15:05:58,5.303500
Nov,10,9:34:56.2,+15:04:28,5.303830
Nov,11,9:35:16.7,+15:03:01,5.304160
Nov,12,9:35:36.6,+15:01:37,5.304500
Nov,13,9:35:55.8,+15:00:16,5.304830
Nov,14,9:36:14.4,+14:58:59,5.305160
Nov,15,9:36:32.3,+14:57:44,5.305490
Nov,16,9:36:49.5,+14:56:33,5.305820
Nov,17,9:37:06.0,+14:55:26,5.306150
Nov,18,9:37:21.9,+14:54:21,5.306480
Nov,19,9:37:37.0,+14:53:21,5.306810
Nov,20,9:37:51.4,+14:52:23,5.307140
Nov,21,9:38:05.2,+14:51:30,5.307470
Nov,22,9:38:18.2,+14:50:40,5.307800
Nov,23,9:38:30.5,+14:49:53,5.308130
Nov,24,9:38:42.1,+14:49:10,5.308460
Nov,25,9:38:52.9,+14:48:31,5.308790
Nov,26,9:39:03.0,+14:47:55,5.309110
Nov,27,9:39:12.4,+14:47:23,5.309440
Nov,28,9:39:21.0,+14:46:55,5.309770
Nov,29,9:39:28.9,+14:46:30,5.310100
Nov,30,9:39:36.1,+14:46:09,5.310420
Dec,1,9:39:42.5,+14:45:52,5.310750
Dec,2,9:39:48.1,+14:45:39,5.311080
Dec,3,9:39:53.0,+14:45:29,5.311400
Dec,4,9:39:57.2,+14:45:24,5.311730
Dec,5,9:40:00.6,+14:45:22,5.312060
Dec,6,9:40:03.2,+14:45:24,5.312380
Dec,7,9:40:05.1,+14:45:30,5.312710
Dec,8,9:40:06.2,+14:45:39,5.313030
Dec,9,9:40:06.5,+14:45:53,5.313360
Dec,10,9:40:06.1,+14:46:10,5.313680
Dec,11,9:40:04.9,+14:46:31,5.314010
Dec,12,9:40:02.9,+14:46:56,5.314330
Dec,13,9:40:00.2,+14:47:25,5.314660
Dec,14,9:39:56.7,+14:47:58,5.314980
Dec,15,9:39:52.4,+14:48:35,5.315310
Dec,16,9:39:47.4,+14:49:15,5.315630
Dec,17,9:39:41.5,+14:49:59,5.315950
Dec,18,9:39:34.9,+14:50:47,5.316270
Dec,19,9:39:27.6,+14:51:39,5.316600
Dec,20,9:39:19.5,+14:52:35,5.316920
Dec,21,9:39:10.6,+14:53:34,5.317240
Dec,22,9:39:00.9,+14:54:37,5.317560
Dec,23,9:38:50.5,+14:55:44,5.317890
Dec,24,9:38:39.4,+14:56:55,5.318210
Dec,25,9:38:27.5,+14:58:08,5.318530
Dec,26,9:38:14.9,+14:59:26,5.318850
Dec,27,9:38:01.5,+15:00:47,5.319170
Dec,28,9:37:47.5,+15:02:11,5.319490
Dec,29,9:37:32.7,+15:03:39,5.319810
Dec,30,9:37:17.2,+15:05:10,5.320130
Dec,31,9:37:01.0,+15:06:44,5.320450
