month, day, ra, dec, radius
Mar,14,9:04:33.6,+17:44:38,5.343050
Mar,15,9:04:15.1,+17:45:55,5.343350
Mar,16,9:03:57.3,+17:47:08,5.343650
Mar,17,9:03:40.2,+17:48:19,5.343950
Mar,18,9:03:23.8,+17:49:26,5.344250
Mar,19,9:03:08.1,+17:50:30,5.344540
Mar,20,9:02:53.0,+17:51:31,5.344840
Mar,21,9:02:38.7,+17:52:28,5.345140
Mar,22,9:02:25.1,+17:53:22,5.345440
Mar,23,9:02:12.3,+17:54:13,5.345730
Mar,24,9:02:00.1,+17:55:01,5.346030
Mar,25,9:01:48.8,+17:55:45,5.346320
Mar,26,9:01:38.1,+17:56:26,5.346620
Mar,27,9:01:28.2,+17:57:04,5.346920
Mar,28,9:01:19.1,+17:57:38,5.347210
Mar,29,9:01:10.7,+17:58:09,5.347510
Mar,30,9:01:03.1,+17:58:37,5.347800
Mar,31,9:00:56.2,+17:59:02,5.348090
Apr,1,9:00:50.1,+17:59:23,5.348390
Apr,2,9:00:44.8,+17:59:41,5.348680
Apr,3,9:00:40.2,+17:59:55,5.348970
Apr,4,9:00:36.4,+18:00:07,5.349270
Apr,5,9:00:33.3,+18:00:15,5.349560
Apr,6,9:00:31.0,+18:00:20,5.349850
Apr,7,9:00:29.5,+18:00:21,5.350140
Apr,8,9:00:28.7,+18:00:19,5.350440
Apr,9,9:00:28.7,+18:00:14,5.350730
Apr,10,9:00:29.4,+18:00:06,5.351020
Apr,11,9:00:30.9,+17:59:55,5.351310
Apr,12,9:00:33.2,+17:59:40,5.351600
Apr,13,9:00:36.2,+17:59:22,5.351890
Apr,14,9:00:39.9,+17:59:01,5.352180
Apr,15,9:00:44.4,+17:58:37,5.352470
Apr,16,9:00:49.7,+17:58:09,5.352760
Apr,17,9:00:55.7,+17:57:39,5.353050
Apr,18,9:01:02.4,+17:57:05,5.353340
Apr,19,9:01:09.9,+17:56:28,5.353620
Apr,20,9:01:18.1,+17:55:48,5.353910
Apr,21,9:01:27.1,+17:55:05,5.354200
Apr,22,9:01:36.8,+17:54:18,5.354490
Apr,23,9:01:47.2,+17:53:29,5.354770
Apr,24,9:01:58.3,+17:52:37,5.355060
Apr,25,9:02:10.1,+17:51:41,5.355350
Apr,26,9:02:22.6,+17:50:43,5.355630
Apr,27,9:02:35.8,+17:49:41,5.355920
Apr,28,9:02:49.7,+17:48:37,5.356210
Apr,29,9:03:04.3,+17:47:30,5.356490
Apr,30,9:03:19.6,+17:46:19,5.356770
May,1,9:03:35.5,+17:45:06,5.357060
May,2,9:03:52.1,+17:43:50,5.357340
May,3,9:04:09.3,+17:42:31,5.357630
May,4,9:04:27.2,+17:41:09,5.357910
May,5,9:04:45.8,+17:39:45,5.358190
May,6,9:05:04.9,+17:38:17,5.358480
May,7,9:05:24.7,+17:36:47,5.358760
May,8,9:05:45.1,+17:35:14,5.359040
May,9,9:06:06.2,+17:33:38,5.359320
May,10,9:06:27.8,+17:32:00,5.359600
May,11,9:06:50.0,+17:30:18,5.359890
May,12,9:07:12.9,+17:28:34,5.360170
May,13,9:07:36.3,+17:26:47,5.360450
May,14,9:08:00.3,+17:24:58,5.360730
May,15,9:08:24.9,+17:23:06,5.361010
May,16,9:08:50.1,+17:21:11,5.361290
May,17,9:09:15.8,+17:19:14,5.361570
May,18,9:09:42.1,+17:17:14,5.361850
May,19,9:10:08.9,+17:15:11,5.362120
May,20,9:10:36.3,+17:13:06,5.362400
May,21,9:11:04.2,+17:10:58,5.362680
May,22,9:11:32.6,+17:08:47,5.362960
May,23,9:12:01.6,+17:06:35,5.363230
May,24,9:12:31.0,+17:04:19,5.363510
May,25,9:13:01.0,+17:02:01,5.363790
May,26,9:13:31.5,+16:59:41,5.364060
May,27,9:14:02.4,+16:57:18,5.364340
May,28,9:14:33.8,+16:54:53,5.364620
May,29,9:15:05.7,+16:52:26,5.364890
May,30,9:15:38.1,+16:49:56,5.365170
May,31,9:16:10.9,+16:47:24,5.365440
Jun,1,9:16:44.1,+16:44:49,5.365710
Jun,2,9:17:17.8,+16:42:12,5.365990
Jun,3,9:17:51.9,+16:39:33,5.366260
Jun,4,9:18:26.5,+16:36:51,5.366540
Jun,5,9:19:01.4,+16:34:08,5.366810
Jun,6,9:19:36.8,+16:31:22,5.367080
Jun,7,9:20:12.6,+16:28:33,5.367350
Jun,8,9:20:48.8,+16:25:43,5.367620
Jun,9,9:21:25.4,+16:22:50,5.367900
Jun,10,9:22:02.4,+16:19:55,5.368170
Jun,11,9:22:39.7,+16:16:58,5.368440
Jun,12,9:23:17.5,+16:13:59,5.368710
Jun,13,9:23:55.6,+16:10:58,5.368980
Jun,14,9:24:34.0,+16:07:55,5.369250
Jun,15,9:25:12.9,+16:04:49,5.369520
Jun,16,9:25:52.1,+16:01:41,5.369790
Jun,17,9:26:31.6,+15:58:32,5.370060
Jun,18,9:27:11.4,+15:55:20,5.370320
Jun,19,9:27:51.6,+15:52:06,5.370590
Jun,20,9:28:32.1,+15:48:50,5.370860
Jun,21,9:29:13.0,+15:45:33,5.371130
Jun,22,9:29:54.1,+15:42:13,5.371390
Jun,23,9:30:35.5,+15:38:52,5.371660
Jun,24,9:31:17.3,+15:35:28,5.371930
Jun,25,9:31:59.3,+15:32:03,5.372190
Jun,26,9:32:41.6,+15:28:35,5.372460
Jun,27,9:33:24.2,+15:25:06,5.372720
Jun,28,9:34:07.0,+15:21:36,5.372990
Jun,29,9:34:50.1,+15:18:03,5.373250
Jun,30,9:35:33.5,+15:14:28,5.373520
Jul,1,9:36:17.1,+15:10:52,5.373780
Jul,2,9:37:01.0,+15:07:14,5.374050
Jul,3,9:37:45.1,+15:03:34,5.374310
Jul,4,9:38:29.4,+14:59:53,5.374570
Jul,5,9:39:14.0,+14:56:10,5.374830
Jul,6,9:39:58.8,+14:52:25,5.375100
Jul,7,9:40:43.8,+14:48:39,5.375360
Jul,8,9:41:29.0,+14:44:51,5.375620
Jul,9,9:42:14.5,+14:41:01,5.375880
Jul,10,9:43:00.1,+14:37:09,5.376140
Jul,11,9:43:46.0,+14:33:17,5.376400
Jul,12,9:44:32.0,+14:29:22,5.376660
Jul,13,9:45:18.3,+14:25:26,5.376920
Jul,14,9:46:04.7,+14:21:28,5.377180
Jul,15,9:46:51.3,+14:17:29,5.377440
Jul,16,9:47:38.1,+14:13:29,5.377700
Jul,17,9:48:25.0,+14:09:27,5.377960
Jul,18,9:49:12.1,+14:05:24,5.378210
Jul,19,9:49:59.4,+14:01:19,5.378470
Jul,20,9:50:46.8,+13:57:13,5.378730
Jul,21,9:51:34.4,+13:53:05,5.378990
Jul,22,9:52:22.1,+13:48:57,5.379240
Jul,23,9:53:09.9,+13:44:46,5.379500
Jul,24,9:53:57.9,+13:40:35,5.379750
Jul,25,9:54:45.9,+13:36:22,5.380010
Jul,26,9:55:34.2,+13:32:09,5.380260
Jul,27,9:56:22.5,+13:27:54,5.380520
Jul,28,9:57:10.9,+13:23:37,5.380770
Jul,29,9:57:59.4,+13:19:20,5.381030
Jul,30,9:58:48.1,+13:15:02,5.381280
Jul,31,9:59:36.8,+13:10:42,5.381530
Aug,1,10:00:25.6,+13:06:21,5.381790
Aug,2,10:01:14.5,+13:01:59,5.382040
Aug,3,10:02:03.5,+12:57:37,5.382290
Aug,4,10:02:52.6,+12:53:13,5.382540
Aug,5,10:03:41.8,+12:48:48,5.382790
Aug,6,10:04:31.0,+12:44:22,5.383050
Aug,7,10:05:20.3,+12:39:55,5.383300
Aug,8,10:06:09.6,+12:35:28,5.383550
Aug,9,10:06:59.1,+12:30:59,5.383800
Aug,10,10:07:48.5,+12:26:29,5.384050
Aug,11,10:08:38.1,+12:21:59,5.384290
Aug,12,10:09:27.6,+12:17:28,5.384540
Aug,13,10:10:17.3,+12:12:56,5.384790
Aug,14,10:11:06.9,+12:08:23,5.385040
Aug,15,10:11:56.6,+12:03:50,5.385290
Aug,16,10:12:46.3,+11:59:15,5.385530
Aug,17,10:13:36.1,+11:54:41,5.385780
Aug,18,10:14:25.8,+11:50:05,5.386030
Aug,19,10:15:15.6,+11:45:29,5.386270
Aug,20,10:16:05.3,+11:40:52,5.386520
Aug,21,10:16:55.1,+11:36:15,5.386770
Aug,22,10:17:44.9,+11:31:37,5.387010
Aug,23,10:18:34.6,+11:26:59,5.387260
Aug,24,10:19:24.4,+11:22:20,5.387500
Aug,25,10:20:14.1,+11:17:41,5.387740
Aug,26,10:21:03.8,+11:13:01,5.387990
Aug,27,10:21:53.5,+11:08:21,5.388230
Aug,28,10:22:43.2,+11:03:41,5.388470
Aug,29,10:23:32.8,+10:59:00,5.388720
Aug,30,10:24:22.4,+10:54:19,5.388960
Aug,31,10:25:12.0,+10:49:38,5.389200
Sep,1,10:26:01.5,+10:44:56,5.389440
Sep,2,10:26:51.0,+10:40:14,5.389680
Sep,3,10:27:40.4,+10:35:32,5.389920
Sep,4,10:28:29.8,+10:30:50,5.390160
Sep,5,10:29:19.1,+10:26:08,5.390400
Sep,6,10:30:08.4,+10:21:26,5.390640
Sep,7,10:30:57.6,+10:16:43,5.390880
Sep,8,10:31:46.7,+10:12:01,5.391120
Sep,9,10:32:35.8,+10:07:18,5.391360
Sep,10,10:33:24.8,+10:02:36,5.391600
Sep,11,10:34:13.6,+9:57:53,5.391830
Sep,12,10:35:02.5,+9:53:11,5.392070
Sep,13,10:35:51.2,+9:48:29,5.392310
Sep,14,10:36:39.8,+9:43:47,5.392540
Sep,15,10:37:28.3,+9:39:05,5.392780
Sep,16,10:38:16.7,+9:34:23,5.393010
Sep,17,10:39:05.0,+9:29:42,5.393250
Sep,18,10:39:53.1,+9:25:01,5.393480
Sep,19,10:40:41.2,+9:20:21,5.393720
Sep,20,10:41:29.1,+9:15:40,5.393950
Sep,21,10:42:16.9,+9:11:01,5.394190
Sep,22,10:43:04.5,+9:06:21,5.394420
Sep,23,10:43:52.0,+9:01:43,5.394650
Sep,24,10:44:39.4,+8:57:04,5.394890
Sep,25,10:45:26.6,+8:52:27,5.395120
Sep,26,10:46:13.6,+8:47:49,5.395350
Sep,27,10:47:00.5,+8:43:13,5.395580
Sep,28,10:47:47.3,+8:38:37,5.395810
Sep,29,10:48:33.8,+8:34:02,5.396040
Sep,30,10:49:20.2,+8:29:28,5.396270
Oct,1,10:50:06.5,+8:24:54,5.396500
Oct,2,10:50:52.5,+8:20:21,5.396730
Oct,3,10:51:38.4,+8:15:49,5.396960
Oct,4,10:52:24.1,+8:11:18,5.397190
Oct,5,10:53:09.5,+8:06:48,5.397420
Oct,6,10:53:54.8,+8:02:19,5.397650
Oct,7,10:54:39.9,+7:57:51,5.397870
Oct,8,10:55:24.8,+7:53:24,5.398100
Oct,9,10:56:09.5,+7:48:58,5.398330
Oct,10,10:56:53.9,+7:44:33,5.398550
Oct,11,10:57:38.1,+7:40:09,5.398780
Oct,12,10:58:22.1,+7:35:47,5.399000
Oct,13,10:59:05.9,+7:31:25,5.399230
Oct,14,10:59:49.4,+7:27:05,5.399450
Oct,15,11:00:32.7,+7:22:47,5.399680
Oct,16,11:01:15.7,+7:18:30,5.399900
Oct,17,11:01:58.4,+7:14:14,5.400130
Oct,18,11:02:40.9,+7:10:00,5.400350
Oct,19,11:03:23.1,+7:05:47,5.400570
Oct,20,11:04:05.0,+7:01:36,5.400790
Oct,21,11:04:46.7,+6:57:26,5.401020
Oct,22,11:05:28.0,+6:53:19,5.401240
Oct,23,11:06:09.1,+6:49:12,5.401460
Oct,24,11:06:49.9,+6:45:08,5.401680
Oct,25,11:07:30.4,+6:41:05,5.401900
Oct,26,11:08:10.5,+6:37:04,5.402120
Oct,27,11:08:50.4,+6:33:05,5.402340
Oct,28,11:09:29.9,+6:29:08,5.402560
Oct,29,11:10:09.2,+6:25:13,5.402780
Oct,30,11:10:48.1,+6:21:20,5.403000
Oct,31,11:11:26.6,+6:17:29,5.403210
Nov,1,11:12:04.9,+6:13:40,5.403430
Nov,2,11:12:42.7,+6:09:53,5.403650
Nov,3,11:13:20.3,+6:06:08,5.403870
Nov,4,11:13:57.4,+6:02:25,5.404080
Nov,5,11:14:34.2,+5:58:45,5.404300
Nov,6,11:15:10.7,+5:55:07,5.404510
Nov,7,11:15:46.7,+5:51:31,5.404730
Nov,8,11:16:22.4,+5:47:58,5.404940
Nov,9,11:16:57.7,+5:44:27,5.405160
Nov,10,11:17:32.6,+5:40:59,5.405370
Nov,11,11:18:07.1,+5:37:33,5.405590
Nov,12,11:18:41.1,+5:34:10,5.405800
Nov,13,11:19:14.8,+5:30:49,5.406010
Nov,14,11:19:48.0,+5:27:31,5.406220
Nov,15,11:20:20.8,+5:24:16,5.406440
Nov,16,11:20:53.2,+5:21:04,5.406650
Nov,17,11:21:25.1,+5:17:55,5.406860
Nov,18,11:21:56.5,+5:14:48,5.407070
Nov,19,11:22:27.5,+5:11:45,5.407280
Nov,20,11:22:58.1,+5:08:44,5.407490
Nov,21,11:23:28.2,+5:05:47,5.407700
Nov,22,11:23:57.8,+5:02:52,5.407910
Nov,23,11:24:26.9,+5:00:01,5.408120
Nov,24,11:24:55.5,+4:57:13,5.408320
Nov,25,11:25:23.6,+4:54:27,5.408530
Nov,26,11:25:51.3,+4:51:46,5.408740
Nov,27,11:26:18.4,+4:49:07,5.408950
Nov,28,11:26:45.1,+4:46:32,5.409150
Nov,29,11:27:11.2,+4:44:00,5.409360
Nov,30,11:27:36.8,+4:41:32,5.409560
Dec,1,11:28:01.9,+4:39:07,5.409770
Dec,2,11:28:26.4,+4:36:45,5.409980
Dec,3,11:28:50.4,+4:34:27,5.410180
Dec,4,11:29:13.8,+4:32:13,5.410380
Dec,5,11:29:36.7,+4:30:02,5.410590
Dec,6,11:29:59.0,+4:27:55,5.410790
Dec,7,11:30:20.7,+4:25:52,5.410990
Dec,8,11:30:41.9,+4:23:53,5.411200
Dec,9,11:31:02.5,+4:21:57,5.411400
Dec,10,11:31:22.4,+4:20:05,5.411600
Dec,11,11:31:41.8,+4:18:18,5.411800
Dec,12,11:32:00.6,+4:16:34,5.412000
Dec,13,11:32:18.8,+4:14:54,5.412200
Dec,14,11:32:36.3,+4:13:18,5.412400
Dec,15,11:32:53.2,+4:11:47,5.412600
Dec,16,11:33:09.5,+4:10:19,5.412800
Dec,17,11:33:25.2,+4:08:56,5.413000
Dec,18,11:33:40.2,+4:07:36,5.413200
Dec,19,11:33:54.6,+4:06:21,5.413400
Dec,20,11:34:08.3,+4:05:10,5.413590
Dec,21,11:34:21.4,+4:04:04,5.413790
Dec,22,11:34:33.8,+4:03:01,5.413990
Dec,23,11:34:45.6,+4:02:03,5.414180
Dec,24,11:34:56.7,+4:01:10,5.414380
Dec,25,11:35:07.2,+4:00:20,5.414570
Dec,26,11:35:16.9,+3:59:35,5.414770
Dec,27,11:35:26.0,+3:58:55,5.414960
Dec,28,11:35:34.5,+3:58:19,5.415160
Dec,29,11:35:42.2,+3:57:47,5.415350
Dec,30,11:35:49.2,+3:57:20,5.415540
Dec,31,11:35:55.6,+3:56:57,5.415740
