month, day, ra, dec, radius
Jul,15,2:19:53.2,+12:39:50,4.952600
Jul,16,2:20:24.4,+12:42:15,4.952670
Jul,17,2:20:55.0,+12:44:38,4.952750
Jul,18,2:21:25.1,+12:46:58,4.952820
Jul,19,2:21:54.7,+12:49:14,4.952890
Jul,20,2:22:23.7,+12:51:27,4.952960
Jul,21,2:22:52.1,+12:53:37,4.953040
Jul,22,2:23:20.0,+12:55:44,4.953110
Jul,23,2:23:47.3,+12:57:48,4.953180
Jul,24,2:24:14.1,+12:59:48,4.953260
Jul,25,2:24:40.2,+13:01:46,4.953340
Jul,26,2:25:05.8,+13:03:40,4.953410
Jul,27,2:25:30.7,+13:05:30,4.953490
Jul,28,2:25:55.0,+13:07:18,4.953570
Jul,29,2:26:18.7,+13:09:02,4.953650
Jul,30,2:26:41.8,+13:10:43,4.953720
Jul,31,2:27:04.3,+13:12:20,4.953800
Aug,1,2:27:26.1,+13:13:54,4.953880
Aug,2,2:27:47.2,+13:15:25,4.953960
Aug,3,2:28:07.7,+13:16:52,4.954040
Aug,4,2:28:27.5,+13:18:15,4.954130
Aug,5,2:28:46.7,+13:19:36,4.954210
Aug,6,2:29:05.2,+13:20:53,4.954290
Aug,7,2:29:23.0,+13:22:06,4.954370
Aug,8,2:29:40.1,+13:23:16,4.954460
Aug,9,2:29:56.5,+13:24:22,4.954540
Aug,10,2:30:12.2,+13:25:25,4.954630
Aug,11,2:30:27.3,+13:26:25,4.954710
Aug,12,2:30:41.6,+13:27:20,4.954800
Aug,13,2:30:55.2,+13:28:13,4.954890
Aug,14,2:31:08.1,+13:29:02,4.954970
Aug,15,2:31:20.2,+13:29:47,4.955060
Aug,16,2:31:31.7,+13:30:28,4.955150
Aug,17,2:31:42.4,+13:31:06,4.955240
Aug,18,2:31:52.4,+13:31:41,4.955330
Aug,19,2:32:01.6,+13:32:11,4.955420
Aug,20,2:32:10.0,+13:32:38,4.955510
Aug,21,2:32:17.8,+13:33:02,4.955600
Aug,22,2:32:24.7,+13:33:22,4.955690
Aug,23,2:32:30.9,+13:33:38,4.955790
Aug,24,2:32:36.3,+13:33:50,4.955880
Aug,25,2:32:41.0,+13:33:59,4.955970
Aug,26,2:32:44.8,+13:34:04,4.956070
Aug,27,2:32:47.9,+13:34:05,4.956160
Aug,28,2:32:50.2,+13:34:03,4.956260
Aug,29,2:32:51.7,+13:33:57,4.956350
Aug,30,2:32:52.4,+13:33:47,4.956450
Aug,31,2:32:52.4,+13:33:33,4.956550
Sep,1,2:32:51.5,+13:33:16,4.956650
Sep,2,2:32:49.9,+13:32:55,4.956740
Sep,3,2:32:47.4,+13:32:30,4.956840
Sep,4,2:32:44.2,+13:32:02,4.956940
Sep,5,2:32:40.2,+13:31:30,4.957040
Sep,6,2:32:35.4,+13:30:54,4.957140
Sep,7,2:32:29.9,+13:30:15,4.957240
Sep,8,2:32:23.5,+13:29:32,4.957340
Sep,9,2:32:16.4,+13:28:46,4.957450
Sep,10,2:32:08.5,+13:27:56,4.957550
Sep,11,2:31:59.9,+13:27:02,4.957650
Sep,12,2:31:50.5,+13:26:05,4.957760
Sep,13,2:31:40.3,+13:25:04,4.957860
Sep,14,2:31:29.3,+13:24:00,4.957970
Sep,15,2:31:17.7,+13:22:52,4.958070
Sep,16,2:31:05.2,+13:21:41,4.958180
Sep,17,2:30:52.0,+13:20:26,4.958290
Sep,18,2:30:38.1,+13:19:08,4.958390
Sep,19,2:30:23.5,+13:17:46,4.958500
Sep,20,2:30:08.1,+13:16:21,4.958610
Sep,21,2:29:52.0,+13:14:53,4.958720
Sep,22,2:29:35.2,+13:13:22,4.958830
Sep,23,2:29:17.7,+13:11:47,4.958940
Sep,24,2:28:59.5,+13:10:09,4.959050
Sep,25,2:28:40.7,+13:08:28,4.959160
Sep,26,2:28:21.2,+13:06:44,4.959270
Sep,27,2:28:01.0,+13:04:57,4.959380
Sep,28,2:27:40.1,+13:03:07,4.959500
Sep,29,2:27:18.7,+13:01:14,4.959610
Sep,30,2:26:56.6,+12:59:18,4.959720
Oct,1,2:26:34.0,+12:57:19,4.959840
Oct,2,2:26:10.7,+12:55:18,4.959950
Oct,3,2:25:46.9,+12:53:14,4.960070
Oct,4,2:25:22.6,+12:51:07,4.960190
Oct,5,2:24:57.7,+12:48:58,4.960300
Oct,6,2:24:32.3,+12:46:47,4.960420
Oct,7,2:24:06.5,+12:44:34,4.960540
Oct,8,2:23:40.1,+12:42:18,4.960660
Oct,9,2:23:13.3,+12:40:00,4.960780
Oct,10,2:22:46.1,+12:37:40,4.960890
Oct,11,2:22:18.4,+12:35:18,4.961020
Oct,12,2:21:50.3,+12:32:54,4.961140
Oct,13,2:21:21.9,+12:30:29,4.961260
Oct,14,2:20:53.1,+12:28:02,4.961380
Oct,15,2:20:23.9,+12:25:33,4.961500
Oct,16,2:19:54.5,+12:23:03,4.961620
Oct,17,2:19:24.7,+12:20:31,4.961750
Oct,18,2:18:54.7,+12:17:58,4.961870
Oct,19,2:18:24.4,+12:15:25,4.962000
Oct,20,2:17:53.9,+12:12:50,4.962120
Oct,21,2:17:23.1,+12:10:14,4.962250
Oct,22,2:16:52.2,+12:07:37,4.962370
Oct,23,2:16:21.1,+12:05:00,4.962500
Oct,24,2:15:49.9,+12:02:22,4.962630
Oct,25,2:15:18.5,+11:59:43,4.962760
Oct,26,2:14:47.1,+11:57:05,4.962880
Oct,27,2:14:15.6,+11:54:26,4.963010
Oct,28,2:13:44.1,+11:51:47,4.963140
Oct,29,2:13:12.5,+11:49:09,4.963270
Oct,30,2:12:41.0,+11:46:30,4.963400
Oct,31,2:12:09.5,+11:43:52,4.963540
Nov,1,2:11:38.1,+11:41:15,4.963670
Nov,2,2:11:06.8,+11:38:38,4.963800
Nov,3,2:10:35.6,+11:36:02,4.963930
Nov,4,2:10:04.6,+11:33:26,4.964070
Nov,5,2:09:33.7,+11:30:52,4.964200
Nov,6,2:09:02.9,+11:28:19,4.964330
Nov,7,2:08:32.4,+11:25:47,4.964470
Nov,8,2:08:02.2,+11:23:16,4.964600
Nov,9,2:07:32.1,+11:20:47,4.964740
Nov,10,2:07:02.4,+11:18:20,4.964880
Nov,11,2:06:33.0,+11:15:54,4.965010
Nov,12,2:06:03.8,+11:13:30,4.965150
Nov,13,2:05:35.1,+11:11:08,4.965290
Nov,14,2:05:06.6,+11:08:48,4.965430
Nov,15,2:04:38.6,+11:06:31,4.965570
Nov,16,2:04:10.9,+11:04:15,4.965710
Nov,17,2:03:43.7,+11:02:02,4.965850
Nov,18,2:03:16.9,+10:59:52,4.965990
Nov,19,2:02:50.6,+10:57:44,4.966130
Nov,20,2:02:24.8,+10:55:39,4.966270
Nov,21,2:01:59.4,+10:53:36,4.966420
Nov,22,2:01:34.6,+10:51:37,4.966560
Nov,23,2:01:10.3,+10:49:41,4.966700
Nov,24,2:00:46.5,+10:47:48,4.966850
Nov,25,2:00:23.3,+10:45:58,4.966990
Nov,26,2:00:00.8,+10:44:11,4.967140
Nov,27,1:59:38.8,+10:42:28,4.967280
Nov,28,1:59:17.4,+10:40:48,4.967430
Nov,29,1:58:56.7,+10:39:12,4.967580
Nov,30,1:58:36.6,+10:37:40,4.967730
Dec,1,1:58:17.2,+10:36:11,4.967870
Dec,2,1:57:58.4,+10:34:46,4.968020
Dec,3,1:57:40.4,+10:33:25,4.968170
Dec,4,1:57:23.0,+10:32:07,4.968320
Dec,5,1:57:06.3,+10:30:54,4.968470
Dec,6,1:56:50.3,+10:29:45,4.968620
Dec,7,1:56:35.1,+10:28:40,4.968770
Dec,8,1:56:20.6,+10:27:39,4.968930
Dec,9,1:56:06.8,+10:26:41,4.969080
Dec,10,1:55:53.8,+10:25:49,4.969230
Dec,11,1:55:41.5,+10:25:00,4.969380
Dec,12,1:55:29.9,+10:24:16,4.969540
Dec,13,1:55:19.1,+10:23:35,4.969690
Dec,14,1:55:09.1,+10:23:00,4.969850
Dec,15,1:54:59.9,+10:22:28,4.970000
Dec,16,1:54:51.4,+10:22:01,4.970160
Dec,17,1:54:43.7,+10:21:38,4.970320
Dec,18,1:54:36.8,+10:21:19,4.970470
Dec,19,1:54:30.7,+10:21:05,4.970630
Dec,20,1:54:25.3,+10:20:56,4.970790
Dec,21,1:54:20.8,+10:20:50,4.970950
Dec,22,1:54:17.0,+10:20:50,4.971110
Dec,23,1:54:14.1,+10:20:53,4.971270
Dec,24,1:54:11.9,+10:21:01,4.971430
Dec,25,1:54:10.6,+10:21:14,4.971590
Dec,26,1:54:10.0,+10:21:31,4.971750
Dec,27,1:54:10.3,+10:21:52,4.971910
Dec,28,1:54:11.3,+10:22:18,4.972070
Dec,29,1:54:13.2,+10:22:48,4.972240
Dec,30,1:54:15.9,+10:23:23,4.972400
Dec,31,1:54:19.3,+10:24:02,4.972560
